Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen12_uff_E=-0.64, -3.2, 0.000, 0.000
6LU7_idAAAAgen12_uff_E=-0.64, -3.1, 0.853, 2.689
6LU7_idAAAAgen12_uff_E=-0.64, -3.1,18.132,18.945
6LU7_idAAAAgen12_uff_E=-0.64, -3.1,18.041,19.028
6LU7_idAAAAgen12_uff_E=-0.64, -3.1,40.286,41.195
6LU7_idAAAAgen12_uff_E=-0.64, -3.0,18.048,18.707
6LU7_idAAAAgen12_uff_E=-0.64, -2.9, 1.242, 2.490
6LU7_idAAAAgen12_uff_E=-0.64, -2.8,17.427,17.817
6LU7_idAAAAgen12_uff_E=-0.64, -2.7,17.906,18.596
6LU7_idAAAAgen12_uff_E=1010.03, -3.8, 0.000, 0.000
6LU7_idAAAAgen12_uff_E=1010.03, -3.6, 0.705, 2.845
6LU7_idAAAAgen12_uff_E=1010.03, -3.6,17.801,18.080
6LU7_idAAAAgen12_uff_E=1010.03, -3.5,17.780,18.257
6LU7_idAAAAgen12_uff_E=1010.03, -3.4,17.916,18.341
6LU7_idAAAAgen12_uff_E=1010.03, -3.4,40.648,41.915
6LU7_idAAAAgen12_uff_E=1010.03, -3.4,18.761,20.111
6LU7_idAAAAgen12_uff_E=1010.03, -3.3,31.559,32.681
6LU7_idAAAAgen12_uff_E=1010.03, -3.2,25.124,26.385
6LU7_idAAABgen12_uff_E=47.54, -3.7, 0.000, 0.000
6LU7_idAAABgen12_uff_E=47.54, -3.7, 0.050, 1.978
6LU7_idAAABgen12_uff_E=47.54, -3.7, 0.284, 1.991
6LU7_idAAABgen12_uff_E=47.54, -3.7,18.466,19.034
6LU7_idAAABgen12_uff_E=47.54, -3.7,18.463,19.156
6LU7_idAAABgen12_uff_E=47.54, -3.5,17.488,17.977
6LU7_idAAABgen12_uff_E=47.54, -3.5,18.626,19.966
6LU7_idAAABgen12_uff_E=47.54, -3.5,18.644,19.976
6LU7_idAAABgen12_uff_E=47.54, -3.3,18.385,19.463
6LU7_idAAABgen12_uff_E=706.90,-10.1, 0.000, 0.000
6LU7_idAAABgen12_uff_E=706.90, -9.8, 1.908, 2.525
6LU7_idAAABgen12_uff_E=706.90, -9.6, 3.079, 4.790
6LU7_idAAABgen12_uff_E=706.90, -9.5, 5.447, 7.578
6LU7_idAAABgen12_uff_E=706.90, -9.4,18.842,21.459
6LU7_idAAABgen12_uff_E=706.90, -9.4,37.142,39.613
6LU7_idAAABgen12_uff_E=706.90, -9.3, 4.444, 9.002
6LU7_idAAABgen12_uff_E=706.90, -9.2, 5.178, 7.042
6LU7_idAAABgen12_uff_E=706.90, -9.2, 9.423,12.736
6LU7_idAAACgen12_uff_E=1551.73, -4.8, 0.000, 0.000
