Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen2_uff_E=137.22, -5.4, 0.000, 0.000
6LU7_idAAAAgen2_uff_E=137.22, -5.2,31.835,33.619
6LU7_idAAAAgen2_uff_E=137.22, -5.1, 1.587, 3.220
6LU7_idAAAAgen2_uff_E=137.22, -5.1,18.496,19.064
6LU7_idAAAAgen2_uff_E=137.22, -4.9,31.828,33.474
6LU7_idAAAAgen2_uff_E=137.22, -4.8, 2.113, 3.418
6LU7_idAAAAgen2_uff_E=137.22, -4.8,18.415,19.347
6LU7_idAAAAgen2_uff_E=137.22, -4.6,24.116,25.767
6LU7_idAAAAgen2_uff_E=137.22, -4.6, 9.363,10.653
6LU7_idAAABgen2_uff_E=97.87, -3.9, 0.000, 0.000
6LU7_idAAABgen2_uff_E=97.87, -3.9, 1.948, 2.838
6LU7_idAAABgen2_uff_E=97.87, -3.8,28.940,29.715
6LU7_idAAABgen2_uff_E=97.87, -3.8, 1.998, 2.531
6LU7_idAAABgen2_uff_E=97.87, -3.6,17.837,18.218
6LU7_idAAABgen2_uff_E=97.87, -3.6,55.611,56.280
6LU7_idAAABgen2_uff_E=97.87, -3.5,18.654,18.948
6LU7_idAAABgen2_uff_E=97.87, -3.4,18.332,18.649
6LU7_idAAABgen2_uff_E=97.87, -3.4,18.863,19.191
6LU7_idAAACgen2_uff_E=145.10, -6.1, 0.000, 0.000
6LU7_idAAACgen2_uff_E=145.10, -5.9, 1.584, 2.222
6LU7_idAAACgen2_uff_E=145.10, -5.8, 1.416, 2.596
6LU7_idAAACgen2_uff_E=145.10, -5.7,39.848,43.498
6LU7_idAAACgen2_uff_E=145.10, -5.1, 1.949, 2.645
6LU7_idAAACgen2_uff_E=145.10, -5.1, 1.703, 2.562
6LU7_idAAACgen2_uff_E=145.10, -5.0,16.503,19.250
6LU7_idAAACgen2_uff_E=145.10, -5.0,37.714,41.315
6LU7_idAAACgen2_uff_E=145.10, -5.0, 1.755, 1.862
6LU7_idAAADgen2_uff_E=97.87, -3.9, 0.000, 0.000
6LU7_idAAADgen2_uff_E=97.87, -3.9, 1.963, 2.851
6LU7_idAAADgen2_uff_E=97.87, -3.8,28.924,29.696
6LU7_idAAADgen2_uff_E=97.87, -3.8, 2.008, 2.538
6LU7_idAAADgen2_uff_E=97.87, -3.6,17.848,18.166
6LU7_idAAADgen2_uff_E=97.87, -3.6,29.310,30.104
6LU7_idAAADgen2_uff_E=97.87, -3.5,18.659,18.951
6LU7_idAAADgen2_uff_E=97.87, -3.4,18.322,18.635
6LU7_idAAADgen2_uff_E=97.87, -3.3,26.215,26.987
6LU7_idAAAEgen2_uff_E=435.29, -7.1, 0.000, 0.000
6LU7_idAAAEgen2_uff_E=435.29, -7.0, 2.169, 5.755
6LU7_idAAAEgen2_uff_E=435.29, -6.7, 1.619, 2.324
6LU7_idAAAEgen2_uff_E=435.29, -6.4, 3.151, 6.484
6LU7_idAAAEgen2_uff_E=435.29, -6.3,29.414,33.213
6LU7_idAAAEgen2_uff_E=435.29, -6.3, 3.362, 6.529
6LU7_idAAAEgen2_uff_E=435.29, -6.2, 1.923, 5.272
6LU7_idAAAEgen2_uff_E=435.29, -6.2, 1.831, 2.294
6LU7_idAAAEgen2_uff_E=435.29, -6.1,35.363,39.958
6LU7_idAAAFgen2_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAAAFgen2_uff_E=46.64, -4.2,29.387,30.419
6LU7_idAAAFgen2_uff_E=46.64, -4.1, 2.170, 3.364
6LU7_idAAAFgen2_uff_E=46.64, -4.1,18.197,18.717
6LU7_idAAAFgen2_uff_E=46.64, -4.0,18.595,19.071
6LU7_idAAAFgen2_uff_E=46.64, -4.0,18.732,19.189
6LU7_idAAAFgen2_uff_E=46.64, -4.0, 1.893, 2.335
6LU7_idAAAFgen2_uff_E=46.64, -3.7,26.212,27.174
6LU7_idAAAFgen2_uff_E=46.64, -3.7,55.236,56.078
6LU7_idAAAGgen2_uff_E=1551.73, -4.5, 0.000, 0.000
6LU7_idAAAGgen2_uff_E=1551.73, -4.5,18.977,19.709
6LU7_idAAAGgen2_uff_E=1551.73, -4.4,21.165,22.080
6LU7_idAAAGgen2_uff_E=1551.73, -4.3,17.335,17.809
6LU7_idAAAGgen2_uff_E=1551.73, -4.3, 1.208, 2.091
6LU7_idAAAGgen2_uff_E=1551.73, -4.2,19.664,20.935
6LU7_idAAAGgen2_uff_E=1551.73, -4.0, 1.803, 2.447
6LU7_idAAAGgen2_uff_E=1551.73, -4.0,18.159,18.675
6LU7_idAAAGgen2_uff_E=1551.73, -4.0, 2.275, 3.747
6LU7_idAAAHgen2_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAAAHgen2_uff_E=46.64, -4.2,29.358,30.344
6LU7_idAAAHgen2_uff_E=46.64, -4.2, 2.044, 2.700
6LU7_idAAAHgen2_uff_E=46.64, -4.1, 1.870, 2.565
6LU7_idAAAHgen2_uff_E=46.64, -4.1,18.204,18.639
6LU7_idAAAHgen2_uff_E=46.64, -4.0,18.732,19.189
6LU7_idAAAHgen2_uff_E=46.64, -3.9,18.576,19.044
6LU7_idAAAHgen2_uff_E=46.64, -3.7,31.105,32.007
6LU7_idAAAHgen2_uff_E=46.64, -3.7,31.288,32.115
6LU7_idAAAIgen2_uff_E=1551.73, -4.5, 0.000, 0.000
6LU7_idAAAIgen2_uff_E=1551.73, -4.5, 0.057, 1.713
6LU7_idAAAIgen2_uff_E=1551.73, -4.1, 1.853, 2.719
