Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen18_uff_E=0.00, -2.2, 0.000, 0.000
6LU7_idAAAAgen18_uff_E=0.00, -2.2, 0.082, 2.021
6LU7_idAAAAgen18_uff_E=0.00, -2.2,17.837,18.017
6LU7_idAAAAgen18_uff_E=0.00, -2.2,17.854,18.098
6LU7_idAAAAgen18_uff_E=0.00, -2.1,54.972,55.334
6LU7_idAAAAgen18_uff_E=0.00, -2.0,48.005,48.393
6LU7_idAAAAgen18_uff_E=0.00, -1.9,30.685,31.157
6LU7_idAAAAgen18_uff_E=0.00, -1.9,30.830,31.282
6LU7_idAAAAgen18_uff_E=0.00, -1.9, 9.711,10.091
6LU7_idAAAAgen18_uff_E=2415.44,-11.6, 0.000, 0.000
6LU7_idAAAAgen18_uff_E=2415.44,-11.4, 3.299, 7.239
6LU7_idAAAAgen18_uff_E=2415.44,-11.1, 4.826,10.747
6LU7_idAAAAgen18_uff_E=2415.44,-11.0, 5.152,10.989
6LU7_idAAAAgen18_uff_E=2415.44,-11.0, 3.601,10.640
6LU7_idAAAAgen18_uff_E=2415.44,-10.9, 3.597, 8.130
6LU7_idAAAAgen18_uff_E=2415.44,-10.9,17.802,21.244
6LU7_idAAAAgen18_uff_E=2415.44,-10.6,33.843,36.920
6LU7_idAAAAgen18_uff_E=2415.44,-10.5, 5.307, 9.170
6LU7_idAAABgen18_uff_E=2234.45,-12.1, 0.000, 0.000
6LU7_idAAABgen18_uff_E=2234.45,-11.2, 0.983,23.133
6LU7_idAAABgen18_uff_E=2234.45,-11.1, 4.492,25.946
6LU7_idAAABgen18_uff_E=2234.45,-10.8, 3.518,24.756
6LU7_idAAABgen18_uff_E=2234.45,-10.7, 3.702,22.456
6LU7_idAAABgen18_uff_E=2234.45,-10.3, 1.095,23.142
6LU7_idAAABgen18_uff_E=2234.45,-10.3,12.853,24.587
6LU7_idAAABgen18_uff_E=2234.45,-10.2,24.511,33.092
6LU7_idAAABgen18_uff_E=2234.45,-10.2,24.616,32.110
6LU7_idAAABgen18_uff_E=47.54, -3.7, 0.000, 0.000
6LU7_idAAABgen18_uff_E=47.54, -3.7, 0.050, 2.797
6LU7_idAAABgen18_uff_E=47.54, -3.7, 0.064, 1.978
6LU7_idAAABgen18_uff_E=47.54, -3.6,18.470,19.274
6LU7_idAAABgen18_uff_E=47.54, -3.5,18.322,18.820
6LU7_idAAABgen18_uff_E=47.54, -3.5,17.618,18.019
6LU7_idAAABgen18_uff_E=47.54, -3.1,18.554,19.132
6LU7_idAAABgen18_uff_E=47.54, -3.1,40.575,41.440
6LU7_idAAABgen18_uff_E=47.54, -3.0,18.050,18.370
6LU7_idAAACgen18_uff_E=0.00, -2.2, 0.000, 0.000
6LU7_idAAACgen18_uff_E=0.00, -2.2, 0.072, 2.021
6LU7_idAAACgen18_uff_E=0.00, -2.2,17.865,18.088
6LU7_idAAACgen18_uff_E=0.00, -2.2,17.839,18.001
6LU7_idAAACgen18_uff_E=0.00, -2.1,54.966,55.317
6LU7_idAAACgen18_uff_E=0.00, -2.0,30.954,31.389
6LU7_idAAACgen18_uff_E=0.00, -2.0,48.024,48.411
6LU7_idAAACgen18_uff_E=0.00, -2.0,55.583,55.962
6LU7_idAAACgen18_uff_E=0.00, -2.0,23.430,23.992
6LU7_idAAACgen18_uff_E=670.25, -6.3, 0.000, 0.000
6LU7_idAAACgen18_uff_E=670.25, -6.3,23.981,25.957
