Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen15_uff_E=47.54, -3.7, 0.000, 0.000
6LU7_idAAAAgen15_uff_E=47.54, -3.7, 0.017, 1.396
6LU7_idAAAAgen15_uff_E=47.54, -3.7, 0.046, 1.978
6LU7_idAAAAgen15_uff_E=47.54, -3.7, 0.092, 1.979
6LU7_idAAAAgen15_uff_E=47.54, -3.7,18.560,19.109
6LU7_idAAAAgen15_uff_E=47.54, -3.6,18.698,19.118
6LU7_idAAAAgen15_uff_E=47.54, -3.5,17.572,18.045
6LU7_idAAAAgen15_uff_E=47.54, -3.5,18.699,20.029
6LU7_idAAAAgen15_uff_E=47.54, -3.5,17.781,18.188
6LU7_idAAAAgen15_uff_E=93.81, -4.8, 0.000, 0.000
6LU7_idAAAAgen15_uff_E=93.81, -4.7, 2.256, 4.527
6LU7_idAAAAgen15_uff_E=93.81, -4.7, 1.127, 2.561
6LU7_idAAAAgen15_uff_E=93.81, -4.6, 0.770,10.197
6LU7_idAAAAgen15_uff_E=93.81, -4.6,18.786,19.188
6LU7_idAAAAgen15_uff_E=93.81, -4.6, 0.868,10.652
6LU7_idAAAAgen15_uff_E=93.81, -4.5,17.029,18.121
6LU7_idAAAAgen15_uff_E=93.81, -4.3,32.152,35.666
6LU7_idAAAAgen15_uff_E=93.81, -4.2,14.006,18.235
6LU7_idAAACgen15_uff_E=2453.03,-10.0, 0.000, 0.000
6LU7_idAAACgen15_uff_E=2453.03, -9.7,22.446,36.709
6LU7_idAAACgen15_uff_E=2453.03, -9.5,18.467,23.223
6LU7_idAAACgen15_uff_E=2453.03, -9.5,19.098,39.700
6LU7_idAAACgen15_uff_E=2453.03, -9.5,19.111,39.846
6LU7_idAAACgen15_uff_E=2453.03, -9.4,18.350,36.186
6LU7_idAAACgen15_uff_E=2453.03, -9.4,18.909,24.635
6LU7_idAAACgen15_uff_E=2453.03, -9.4,18.122,35.898
6LU7_idAAACgen15_uff_E=2453.03, -9.4,22.352,43.488
6LU7_idAAACgen15_uff_E=47.54, -3.7, 0.000, 0.000
6LU7_idAAACgen15_uff_E=47.54, -3.7, 0.119, 1.980
6LU7_idAAACgen15_uff_E=47.54, -3.7,18.558,19.068
6LU7_idAAACgen15_uff_E=47.54, -3.7,18.533,19.192
6LU7_idAAACgen15_uff_E=47.54, -3.5,18.684,20.061
6LU7_idAAACgen15_uff_E=47.54, -3.5, 0.518, 2.371
6LU7_idAAACgen15_uff_E=47.54, -3.4,21.281,22.014
6LU7_idAAACgen15_uff_E=47.54, -3.4,17.710,18.049
6LU7_idAAACgen15_uff_E=47.54, -3.4,17.995,18.410
6LU7_idAABGgen15_uff_E=-0.41, -2.7, 0.000, 0.000
6LU7_idAABGgen15_uff_E=-0.41, -2.6,20.385,20.923
6LU7_idAABGgen15_uff_E=-0.41, -2.6,20.401,21.093
6LU7_idAABGgen15_uff_E=-0.41, -2.6,27.845,28.317
6LU7_idAABGgen15_uff_E=-0.41, -2.5,20.966,21.443
6LU7_idAABGgen15_uff_E=-0.41, -2.4,55.713,56.131
6LU7_idAABGgen15_uff_E=-0.41, -2.4, 9.660,10.731
6LU7_idAABGgen15_uff_E=-0.41, -2.4, 9.762,11.070
6LU7_idAABGgen15_uff_E=-0.41, -2.3,26.771,27.272
6LU7_idAABGgen15_uff_E=25219.49, -4.8, 0.000, 0.000
6LU7_idAABGgen15_uff_E=25219.49, -4.6,26.488,28.789
6LU7_idAABGgen15_uff_E=25219.49, -4.6,26.481,27.600
6LU7_idAABGgen15_uff_E=25219.49, -4.6,20.138,27.200
6LU7_idAABGgen15_uff_E=25219.49, -4.6,26.479,27.642
6LU7_idAABGgen15_uff_E=25219.49, -4.5,26.520,28.771
