Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen8_uff_E=458.32, -6.8, 0.000, 0.000
6LU7_idAAAAgen8_uff_E=458.32, -6.1, 1.822, 2.591
6LU7_idAAAAgen8_uff_E=458.32, -6.1, 3.739, 6.233
6LU7_idAAAAgen8_uff_E=458.32, -6.0,25.235,28.013
6LU7_idAAAAgen8_uff_E=458.32, -6.0,23.203,25.188
6LU7_idAAAAgen8_uff_E=458.32, -5.9, 2.547, 3.244
6LU7_idAAAAgen8_uff_E=458.32, -5.7,25.649,28.167
6LU7_idAAAAgen8_uff_E=458.32, -5.6,19.809,22.317
6LU7_idAAAAgen8_uff_E=458.32, -5.6,23.065,24.644
6LU7_idAAABgen8_uff_E=50.69, -4.5, 0.000, 0.000
6LU7_idAAABgen8_uff_E=50.69, -4.5, 1.805, 2.269
6LU7_idAAABgen8_uff_E=50.69, -4.3,19.317,19.835
6LU7_idAAABgen8_uff_E=50.69, -4.2, 2.054, 2.567
6LU7_idAAABgen8_uff_E=50.69, -4.1, 2.436, 3.153
6LU7_idAAABgen8_uff_E=50.69, -4.1,31.116,32.089
6LU7_idAAABgen8_uff_E=50.69, -4.1,31.592,32.391
6LU7_idAAABgen8_uff_E=50.69, -4.1,19.135,19.628
6LU7_idAAABgen8_uff_E=50.69, -4.0,19.679,20.104
6LU7_idAAACgen8_uff_E=392.05, -5.3, 0.000, 0.000
6LU7_idAAACgen8_uff_E=392.05, -5.2,26.960,27.652
6LU7_idAAACgen8_uff_E=392.05, -5.2,24.418,25.667
6LU7_idAAACgen8_uff_E=392.05, -5.1,27.806,28.525
6LU7_idAAACgen8_uff_E=392.05, -5.1, 2.847, 3.488
6LU7_idAAACgen8_uff_E=392.05, -5.1, 3.407, 3.917
6LU7_idAAACgen8_uff_E=392.05, -5.1,22.921,24.224
6LU7_idAAACgen8_uff_E=392.05, -5.0, 3.596, 4.577
6LU7_idAAACgen8_uff_E=392.05, -4.9,33.103,34.342
6LU7_idAAADgen8_uff_E=62.55, -4.9, 0.000, 0.000
6LU7_idAAADgen8_uff_E=62.55, -4.8,12.746,14.010
6LU7_idAAADgen8_uff_E=62.55, -4.7,11.576,13.017
6LU7_idAAADgen8_uff_E=62.55, -4.7,14.632,16.520
6LU7_idAAADgen8_uff_E=62.55, -4.7,39.841,42.749
6LU7_idAAADgen8_uff_E=62.55, -4.5,16.079,18.408
6LU7_idAAADgen8_uff_E=62.55, -4.5,38.428,41.146
6LU7_idAAADgen8_uff_E=62.55, -4.4,15.295,17.956
6LU7_idAAADgen8_uff_E=62.55, -4.3,21.299,22.312
6LU7_idAAAEgen8_uff_E=50.69, -4.5, 0.000, 0.000
6LU7_idAAAEgen8_uff_E=50.69, -4.4, 0.775, 2.548
6LU7_idAAAEgen8_uff_E=50.69, -4.3,18.936,20.282
6LU7_idAAAEgen8_uff_E=50.69, -4.3,19.391,20.923
6LU7_idAAAEgen8_uff_E=50.69, -4.2,30.956,32.163
6LU7_idAAAEgen8_uff_E=50.69, -4.2, 1.665, 2.373
6LU7_idAAAEgen8_uff_E=50.69, -4.1, 1.850, 2.429
6LU7_idAAAEgen8_uff_E=50.69, -4.1,31.935,32.729
6LU7_idAAAEgen8_uff_E=50.69, -4.0,31.829,32.730
6LU7_idAAAFgen8_uff_E=362.93, -6.6, 0.000, 0.000
6LU7_idAAAFgen8_uff_E=362.93, -6.5, 2.167, 3.020
6LU7_idAAAFgen8_uff_E=362.93, -6.1,21.132,22.692
6LU7_idAAAFgen8_uff_E=362.93, -6.1,20.023,21.340
6LU7_idAAAFgen8_uff_E=362.93, -5.8,19.755,21.156
6LU7_idAAAFgen8_uff_E=362.93, -5.8,22.065,23.754
6LU7_idAAAFgen8_uff_E=362.93, -5.6, 2.363, 3.021
6LU7_idAAAFgen8_uff_E=362.93, -5.4,17.561,19.552
6LU7_idAAAFgen8_uff_E=362.93, -5.4, 2.760, 4.762
6LU7_idAAAGgen8_uff_E=997.52, -7.4, 0.000, 0.000
6LU7_idAAAGgen8_uff_E=997.52, -6.8,36.656,37.973
6LU7_idAAAGgen8_uff_E=997.52, -6.8, 3.806, 4.998
6LU7_idAAAGgen8_uff_E=997.52, -6.7,10.092,11.635
6LU7_idAAAGgen8_uff_E=997.52, -6.5,36.745,38.170
6LU7_idAAAGgen8_uff_E=997.52, -6.5,23.092,25.275
6LU7_idAAAGgen8_uff_E=997.52, -6.4,24.569,26.744
6LU7_idAAAGgen8_uff_E=997.52, -6.4,20.454,22.375
6LU7_idAAAGgen8_uff_E=997.52, -6.3,18.283,20.837
6LU7_idAAAHgen8_uff_E=-0.41, -2.7, 0.000, 0.000
6LU7_idAAAHgen8_uff_E=-0.41, -2.6,20.351,21.064
6LU7_idAAAHgen8_uff_E=-0.41, -2.5,10.503,11.219
6LU7_idAAAHgen8_uff_E=-0.41, -2.5,27.646,28.105
6LU7_idAAAHgen8_uff_E=-0.41, -2.5,51.114,51.534
6LU7_idAAAHgen8_uff_E=-0.41, -2.4,10.659,11.208
6LU7_idAAAHgen8_uff_E=-0.41, -2.4,55.749,56.161
6LU7_idAAAHgen8_uff_E=-0.41, -2.4,20.093,20.638
6LU7_idAAAHgen8_uff_E=-0.41, -2.3,51.570,52.051
6LU7_idAAAIgen8_uff_E=362.93, -6.5, 0.000, 0.000
6LU7_idAAAIgen8_uff_E=362.93, -6.4, 2.214, 2.733
6LU7_idAAAIgen8_uff_E=362.93, -6.2,21.155,22.710
6LU7_idAAAIgen8_uff_E=362.93, -6.1,19.782,21.008
6LU7_idAAAIgen8_uff_E=362.93, -5.8,21.970,23.633
6LU7_idAAAIgen8_uff_E=362.93, -5.7,23.261,24.771
6LU7_idAAAIgen8_uff_E=362.93, -5.5,22.911,24.393
6LU7_idAAAIgen8_uff_E=362.93, -5.5,17.482,19.511
6LU7_idAAAIgen8_uff_E=362.93, -5.3, 2.686, 3.210
6LU7_idAAAJgen8_uff_E=-0.41, -2.7, 0.000, 0.000
6LU7_idAAAJgen8_uff_E=-0.41, -2.6,20.339,20.899
6LU7_idAAAJgen8_uff_E=-0.41, -2.6,20.344,21.062
6LU7_idAAAJgen8_uff_E=-0.41, -2.5,27.837,28.305
6LU7_idAAAJgen8_uff_E=-0.41, -2.5,27.912,28.478
6LU7_idAAAJgen8_uff_E=-0.41, -2.4,21.070,21.579
6LU7_idAAAJgen8_uff_E=-0.41, -2.3,51.572,51.994
6LU7_idAAAJgen8_uff_E=-0.41, -2.3,26.827,27.360
6LU7_idAAAJgen8_uff_E=-0.41, -2.3,26.585,27.100
6LU7_idAAAKgen8_uff_E=97.87, -3.9, 0.000, 0.000
6LU7_idAAAKgen8_uff_E=97.87, -3.9, 1.961, 2.849
6LU7_idAAAKgen8_uff_E=97.87, -3.8,28.918,29.688
6LU7_idAAAKgen8_uff_E=97.87, -3.8, 2.011, 2.541
