Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen16_uff_E=169.33,-12.6, 0.000, 0.000
6LU7_idAAAAgen16_uff_E=169.33,-11.7, 5.084,12.387
6LU7_idAAAAgen16_uff_E=169.33,-11.5,22.317,25.494
6LU7_idAAAAgen16_uff_E=169.33,-11.3,22.135,24.851
6LU7_idAAAAgen16_uff_E=169.33,-11.2,10.407,23.324
6LU7_idAAAAgen16_uff_E=169.33,-11.2,22.008,29.974
6LU7_idAAAAgen16_uff_E=169.33,-11.2, 8.664,26.911
6LU7_idAAAAgen16_uff_E=169.33,-11.1, 1.385,22.136
6LU7_idAAAAgen16_uff_E=169.33,-11.1,11.487,21.510
6LU7_idAAAAgen16_uff_E=525.77, -7.3, 0.000, 0.000
6LU7_idAAAAgen16_uff_E=525.77, -6.8, 2.411, 5.694
6LU7_idAAAAgen16_uff_E=525.77, -6.5,20.295,22.486
6LU7_idAAAAgen16_uff_E=525.77, -6.4,24.084,26.504
6LU7_idAAAAgen16_uff_E=525.77, -6.4,22.560,24.726
6LU7_idAAAAgen16_uff_E=525.77, -6.3,22.655,24.835
6LU7_idAAAAgen16_uff_E=525.77, -6.3,23.485,25.269
6LU7_idAAAAgen16_uff_E=525.77, -6.2,31.917,33.980
6LU7_idAAAAgen16_uff_E=525.77, -6.2,32.966,34.997
6LU7_idAAABgen16_uff_E=13.94, -3.6, 0.000, 0.000
6LU7_idAAABgen16_uff_E=13.94, -3.5,18.936,20.040
6LU7_idAAABgen16_uff_E=13.94, -3.4,18.869,19.871
6LU7_idAAABgen16_uff_E=13.94, -3.4,17.685,18.452
6LU7_idAAABgen16_uff_E=13.94, -3.3,18.449,19.168
6LU7_idAAABgen16_uff_E=13.94, -3.3,33.417,34.309
6LU7_idAAABgen16_uff_E=13.94, -3.3,18.640,19.374
6LU7_idAAABgen16_uff_E=13.94, -3.2,40.813,41.519
6LU7_idAAABgen16_uff_E=13.94, -3.2,17.486,19.298
6LU7_idAAABgen16_uff_E=1887.36,-12.0, 0.000, 0.000
6LU7_idAAABgen16_uff_E=1887.36,-11.9,35.738,41.177
6LU7_idAAABgen16_uff_E=1887.36,-11.9, 6.827,11.154
6LU7_idAAABgen16_uff_E=1887.36,-11.7,34.054,40.773
6LU7_idAAABgen16_uff_E=1887.36,-11.7, 4.084, 7.989
6LU7_idAAABgen16_uff_E=1887.36,-11.7, 3.141, 6.016
6LU7_idAAABgen16_uff_E=1887.36,-11.7, 3.710, 6.181
6LU7_idAAABgen16_uff_E=1887.36,-11.7, 3.999, 7.705
6LU7_idAAABgen16_uff_E=1887.36,-11.6, 3.769, 8.224
6LU7_idAAACgen16_uff_E=672.54, -9.4, 0.000, 0.000
6LU7_idAAACgen16_uff_E=672.54, -9.1, 2.997, 4.608
6LU7_idAAACgen16_uff_E=672.54, -8.9, 3.770, 7.830
6LU7_idAAACgen16_uff_E=672.54, -8.8, 3.378, 5.794
6LU7_idAAACgen16_uff_E=672.54, -8.7, 2.907, 3.956
6LU7_idAAACgen16_uff_E=672.54, -8.7,35.282,39.733
6LU7_idAAACgen16_uff_E=672.54, -8.7, 8.412,11.654
6LU7_idAAACgen16_uff_E=672.54, -8.7,41.927,44.835
6LU7_idAAACgen16_uff_E=672.54, -8.7, 6.629, 9.304
6LU7_idAAACgen16_uff_E=934.80, -4.9, 0.000, 0.000
6LU7_idAAACgen16_uff_E=934.80, -4.9,32.019,33.845
6LU7_idAAACgen16_uff_E=934.80, -4.8,32.340,34.152
6LU7_idAAACgen16_uff_E=934.80, -4.8,24.109,26.036
6LU7_idAAACgen16_uff_E=934.80, -4.8, 2.401, 3.385
6LU7_idAAACgen16_uff_E=934.80, -4.8,32.337,34.123
6LU7_idAAACgen16_uff_E=934.80, -4.8, 1.486, 2.591
6LU7_idAAACgen16_uff_E=934.80, -4.7, 1.671, 4.050
6LU7_idAAACgen16_uff_E=934.80, -4.7,32.386,34.150
6LU7_idAAADgen16_uff_E=123.79, -4.0, 0.000, 0.000
6LU7_idAAADgen16_uff_E=123.79, -3.8,29.943,31.236
6LU7_idAAADgen16_uff_E=123.79, -3.7,18.731,19.750
6LU7_idAAADgen16_uff_E=123.79, -3.7, 1.491, 3.863
6LU7_idAAADgen16_uff_E=123.79, -3.7,17.523,18.442
6LU7_idAAADgen16_uff_E=123.79, -3.6,19.217,20.599
6LU7_idAAADgen16_uff_E=123.79, -3.6,31.531,32.494
6LU7_idAAADgen16_uff_E=123.79, -3.5,52.595,53.938
6LU7_idAAADgen16_uff_E=123.79, -3.5,24.565,25.053
6LU7_idAAADgen16_uff_E=620.14,-12.1, 0.000, 0.000
6LU7_idAAADgen16_uff_E=620.14,-11.9,26.755,34.003
6LU7_idAAADgen16_uff_E=620.14,-11.5,13.902,27.657
6LU7_idAAADgen16_uff_E=620.14,-11.4, 1.375,16.059
6LU7_idAAADgen16_uff_E=620.14,-11.3,10.171,20.588
6LU7_idAAADgen16_uff_E=620.14,-11.2,14.152,27.790
6LU7_idAAADgen16_uff_E=620.14,-11.1,13.375,33.264
6LU7_idAAADgen16_uff_E=620.14,-11.0,13.380,31.598
6LU7_idAAADgen16_uff_E=620.14,-10.9, 5.777,25.387
6LU7_idAAAEgen16_uff_E=187.34, -4.4, 0.000, 0.000
6LU7_idAAAEgen16_uff_E=187.34, -4.3, 0.997, 2.346
6LU7_idAAAEgen16_uff_E=187.34, -4.2,17.918,18.690
6LU7_idAAAEgen16_uff_E=187.34, -4.2,30.490,31.836
6LU7_idAAAEgen16_uff_E=187.34, -4.1, 1.226, 2.560
6LU7_idAAAEgen16_uff_E=187.34, -4.1,30.211,31.785
6LU7_idAAAEgen16_uff_E=187.34, -4.0,18.198,18.518
6LU7_idAAAEgen16_uff_E=187.34, -3.9,30.387,31.985
6LU7_idAAAEgen16_uff_E=187.34, -3.9,17.788,19.381
6LU7_idAAAEgen16_uff_E=2198.72,-11.0, 0.000, 0.000
6LU7_idAAAEgen16_uff_E=2198.72,-11.0, 3.061, 5.225
6LU7_idAAAEgen16_uff_E=2198.72,-10.8, 5.482,12.036
6LU7_idAAAEgen16_uff_E=2198.72,-10.7, 5.113, 8.079
6LU7_idAAAEgen16_uff_E=2198.72,-10.6, 3.956, 8.493
6LU7_idAAAEgen16_uff_E=2198.72,-10.4, 5.225, 9.397
6LU7_idAAAEgen16_uff_E=2198.72,-10.3, 5.228, 8.304
6LU7_idAAAEgen16_uff_E=2198.72,-10.3, 2.807, 4.251
6LU7_idAAAEgen16_uff_E=2198.72,-10.2, 9.709,14.744
6LU7_idAAAFgen16_uff_E=-1.24, -3.1, 0.000, 0.000
6LU7_idAAAFgen16_uff_E=-1.24, -3.1,18.125,18.272
6LU7_idAAAFgen16_uff_E=-1.24, -3.0, 2.015, 4.472
6LU7_idAAAFgen16_uff_E=-1.24, -3.0,17.877,18.455
6LU7_idAAAFgen16_uff_E=-1.24, -3.0,13.610,14.419
6LU7_idAAAFgen16_uff_E=-1.24, -2.9,40.344,42.158
6LU7_idAAAFgen16_uff_E=-1.24, -2.9,40.391,42.364
6LU7_idAAAFgen16_uff_E=-1.24, -2.9, 2.082, 2.113
6LU7_idAAAFgen16_uff_E=-1.24, -2.9,18.181,18.676
6LU7_idAAAFgen16_uff_E=1329.49, -9.9, 0.000, 0.000
6LU7_idAAAFgen16_uff_E=1329.49, -9.9, 4.962, 8.136
6LU7_idAAAFgen16_uff_E=1329.49, -9.4,39.972,43.234
6LU7_idAAAFgen16_uff_E=1329.49, -9.3, 4.863, 8.594
6LU7_idAAAFgen16_uff_E=1329.49, -9.2, 4.763, 8.491
6LU7_idAAAFgen16_uff_E=1329.49, -9.1,26.690,29.511
6LU7_idAAAFgen16_uff_E=1329.49, -9.0, 7.496,12.577
6LU7_idAAAFgen16_uff_E=1329.49, -9.0,29.166,34.411
6LU7_idAAAFgen16_uff_E=1329.49, -9.0,28.826,34.428
6LU7_idAAAGgen16_uff_E=4295.20, -7.8, 0.000, 0.000
6LU7_idAAAGgen16_uff_E=4295.20, -7.5, 1.928, 2.949
6LU7_idAAAGgen16_uff_E=4295.20, -7.3,24.780,28.740
6LU7_idAAAGgen16_uff_E=4295.20, -7.0,12.244,19.670
6LU7_idAAAGgen16_uff_E=4295.20, -7.0,22.791,25.724
6LU7_idAAAGgen16_uff_E=4295.20, -6.9,22.171,25.908
6LU7_idAAAGgen16_uff_E=4295.20, -6.9,27.016,31.684
6LU7_idAAAGgen16_uff_E=4295.20, -6.9,22.431,25.361
6LU7_idAAAGgen16_uff_E=4295.20, -6.7,23.116,26.387
6LU7_idAAAGgen16_uff_E=639.77,-11.4, 0.000, 0.000
6LU7_idAAAGgen16_uff_E=639.77,-11.2, 1.665,25.434
6LU7_idAAAGgen16_uff_E=639.77,-11.2,22.577,33.497
6LU7_idAAAGgen16_uff_E=639.77,-11.2, 1.032,24.866
6LU7_idAAAGgen16_uff_E=639.77,-11.1, 1.710,25.556
6LU7_idAAAGgen16_uff_E=639.77,-10.8,21.190,27.759
6LU7_idAAAGgen16_uff_E=639.77,-10.8,22.610,34.764
6LU7_idAAAGgen16_uff_E=639.77,-10.6,22.088,29.173
6LU7_idAAAGgen16_uff_E=639.77,-10.6,21.532,28.270
