Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAPFgen1_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAAPFgen1_uff_E=46.64, -4.1,30.134,31.115
6LU7_idAAPFgen1_uff_E=46.64, -4.1,30.141,31.170
6LU7_idAAPFgen1_uff_E=46.64, -4.1,17.141,17.653
6LU7_idAAPFgen1_uff_E=46.64, -4.1,29.846,30.907
6LU7_idAAPFgen1_uff_E=46.64, -4.0,17.011,17.307
6LU7_idAAPFgen1_uff_E=46.64, -4.0,17.012,17.288
6LU7_idAAPFgen1_uff_E=46.64, -3.9,27.219,28.139
6LU7_idAAPFgen1_uff_E=46.64, -3.7, 3.178, 3.969
6LU7_idAAPGgen1_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAAPGgen1_uff_E=46.64, -4.2,29.386,30.419
6LU7_idAAPGgen1_uff_E=46.64, -4.1, 2.171, 3.370
6LU7_idAAPGgen1_uff_E=46.64, -4.1,18.191,18.710
6LU7_idAAPGgen1_uff_E=46.64, -4.1,18.596,19.038
6LU7_idAAPGgen1_uff_E=46.64, -4.0, 1.390, 2.293
6LU7_idAAPGgen1_uff_E=46.64, -4.0,18.732,19.199
6LU7_idAAPGgen1_uff_E=46.64, -3.9,18.624,19.015
6LU7_idAAPGgen1_uff_E=46.64, -3.9,18.608,19.076
6LU7_idAAPHgen1_uff_E=222.06, -5.5, 0.000, 0.000
6LU7_idAAPHgen1_uff_E=222.06, -5.3, 1.691, 5.123
6LU7_idAAPHgen1_uff_E=222.06, -5.3,20.543,22.427
6LU7_idAAPHgen1_uff_E=222.06, -5.3, 2.590, 5.808
6LU7_idAAPHgen1_uff_E=222.06, -5.1,19.692,21.005
6LU7_idAAPHgen1_uff_E=222.06, -5.1, 1.349, 2.321
6LU7_idAAPHgen1_uff_E=222.06, -5.0,20.020,21.744
6LU7_idAAPHgen1_uff_E=222.06, -5.0,19.785,20.489
6LU7_idAAPHgen1_uff_E=222.06, -4.9,19.658,21.244
6LU7_idAAPIgen1_uff_E=54.38, -4.3, 0.000, 0.000
6LU7_idAAPIgen1_uff_E=54.38, -4.3,30.419,31.274
6LU7_idAAPIgen1_uff_E=54.38, -4.3, 1.886, 2.468
6LU7_idAAPIgen1_uff_E=54.38, -4.3, 2.788, 3.568
6LU7_idAAPIgen1_uff_E=54.38, -4.2,19.483,20.237
6LU7_idAAPIgen1_uff_E=54.38, -4.1, 3.091, 4.113
6LU7_idAAPIgen1_uff_E=54.38, -4.1,31.429,32.172
6LU7_idAAPIgen1_uff_E=54.38, -4.0,20.265,20.945
6LU7_idAAPIgen1_uff_E=54.38, -3.9,19.028,19.722
6LU7_idAAPJgen1_uff_E=98.42, -4.2, 0.000, 0.000
6LU7_idAAPJgen1_uff_E=98.42, -4.1,18.921,19.403
6LU7_idAAPJgen1_uff_E=98.42, -3.9,19.327,19.772
6LU7_idAAPJgen1_uff_E=98.42, -3.8,30.374,31.423
6LU7_idAAPJgen1_uff_E=98.42, -3.6,11.514,12.517
6LU7_idAAPJgen1_uff_E=98.42, -3.6, 2.342, 2.744
6LU7_idAAPJgen1_uff_E=98.42, -3.6,56.743,57.765
6LU7_idAAPJgen1_uff_E=98.42, -3.5,19.071,19.496
6LU7_idAAPJgen1_uff_E=98.42, -3.5,18.374,18.756
6LU7_idAAPKgen1_uff_E=407.19, -4.4, 0.000, 0.000
6LU7_idAAPKgen1_uff_E=407.19, -4.3,32.718,34.978
6LU7_idAAPKgen1_uff_E=407.19, -4.3, 3.241, 4.371
6LU7_idAAPKgen1_uff_E=407.19, -4.3,20.231,21.522
6LU7_idAAPKgen1_uff_E=407.19, -4.2,51.669,53.179
6LU7_idAAPKgen1_uff_E=407.19, -4.2,32.256,33.587
6LU7_idAAPKgen1_uff_E=407.19, -4.1,51.658,53.190
6LU7_idAAPKgen1_uff_E=407.19, -3.9,20.420,21.601
6LU7_idAAPKgen1_uff_E=407.19, -3.9,11.725,12.675
6LU7_idAAPLgen1_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAAPLgen1_uff_E=46.64, -4.1, 2.173, 2.835
6LU7_idAAPLgen1_uff_E=46.64, -4.1,18.187,18.621
6LU7_idAAPLgen1_uff_E=46.64, -4.1, 1.803, 2.251
6LU7_idAAPLgen1_uff_E=46.64, -4.1,29.484,30.458
6LU7_idAAPLgen1_uff_E=46.64, -4.0,18.559,19.035
6LU7_idAAPLgen1_uff_E=46.64, -4.0,18.731,19.189
6LU7_idAAPLgen1_uff_E=46.64, -3.9,55.882,56.730
6LU7_idAAPLgen1_uff_E=46.64, -3.8,11.277,12.496
6LU7_idAAPMgen1_uff_E=234.26, -6.8, 0.000, 0.000
6LU7_idAAPMgen1_uff_E=234.26, -6.3,24.951,28.505
6LU7_idAAPMgen1_uff_E=234.26, -6.3,24.637,28.329
6LU7_idAAPMgen1_uff_E=234.26, -6.3,23.681,27.169
6LU7_idAAPMgen1_uff_E=234.26, -6.3,22.356,26.311
6LU7_idAAPMgen1_uff_E=234.26, -6.1,20.229,24.631
6LU7_idAAPMgen1_uff_E=234.26, -6.1, 1.875, 2.541
6LU7_idAAPMgen1_uff_E=234.26, -6.1,27.314,29.086
6LU7_idAAPMgen1_uff_E=234.26, -6.0,23.551,26.811
6LU7_idAAPNgen1_uff_E=639.33, -4.6, 0.000, 0.000
6LU7_idAAPNgen1_uff_E=639.33, -4.6,35.234,36.753
6LU7_idAAPNgen1_uff_E=639.33, -4.6,25.265,26.305
6LU7_idAAPNgen1_uff_E=639.33, -4.6, 3.785, 4.288
6LU7_idAAPNgen1_uff_E=639.33, -4.5, 3.974, 6.872
6LU7_idAAPNgen1_uff_E=639.33, -4.5, 4.032, 6.511
6LU7_idAAPNgen1_uff_E=639.33, -4.5,24.006,24.864
6LU7_idAAPNgen1_uff_E=639.33, -4.4, 2.605, 3.064
6LU7_idAAPNgen1_uff_E=639.33, -4.4,22.513,23.476
6LU7_idAAPOgen1_uff_E=354.37, -6.3, 0.000, 0.000
6LU7_idAAPOgen1_uff_E=354.37, -5.9,37.936,40.382
6LU7_idAAPOgen1_uff_E=354.37, -5.8, 2.262, 3.507
6LU7_idAAPOgen1_uff_E=354.37, -5.8,37.856,42.222
6LU7_idAAPOgen1_uff_E=354.37, -5.8,21.801,25.100
6LU7_idAAPOgen1_uff_E=354.37, -5.5,24.631,29.003
6LU7_idAAPOgen1_uff_E=354.37, -5.4,16.329,18.007
6LU7_idAAPOgen1_uff_E=354.37, -5.4,20.725,22.851
6LU7_idAAPOgen1_uff_E=354.37, -5.4,24.962,29.130
6LU7_idAAPPgen1_uff_E=214.98, -4.0, 0.000, 0.000
6LU7_idAAPPgen1_uff_E=214.98, -3.9,30.743,32.208
6LU7_idAAPPgen1_uff_E=214.98, -3.9,18.095,19.483
6LU7_idAAPPgen1_uff_E=214.98, -3.8,18.001,18.622
6LU7_idAAPPgen1_uff_E=214.98, -3.7, 1.365, 2.289
6LU7_idAAPPgen1_uff_E=214.98, -3.6, 1.436, 2.513
6LU7_idAAPPgen1_uff_E=214.98, -3.5, 8.929,10.205
6LU7_idAAPPgen1_uff_E=214.98, -3.5, 2.105, 4.176
6LU7_idAAPPgen1_uff_E=214.98, -3.5, 2.987, 3.619
6LU7_idAAPQgen1_uff_E=102.88, -4.4, 0.000, 0.000
6LU7_idAAPQgen1_uff_E=102.88, -4.0,25.691,26.707
6LU7_idAAPQgen1_uff_E=102.88, -3.9,30.752,31.917
6LU7_idAAPQgen1_uff_E=102.88, -3.9,17.751,18.412
6LU7_idAAPQgen1_uff_E=102.88, -3.9,17.562,18.125
6LU7_idAAPQgen1_uff_E=102.88, -3.8, 2.008, 2.731
6LU7_idAAPQgen1_uff_E=102.88, -3.8, 1.293, 2.241
6LU7_idAAPQgen1_uff_E=102.88, -3.7, 3.387, 4.467
6LU7_idAAPQgen1_uff_E=102.88, -3.7, 2.529, 3.725
