Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen7_uff_E=483.04, -7.3, 0.000, 0.000
6LU7_idAAAAgen7_uff_E=483.04, -7.1, 2.312, 5.720
6LU7_idAAAAgen7_uff_E=483.04, -6.6,20.826,22.994
6LU7_idAAAAgen7_uff_E=483.04, -6.6,20.014,22.161
6LU7_idAAAAgen7_uff_E=483.04, -6.3,24.043,25.997
6LU7_idAAAAgen7_uff_E=483.04, -6.3,20.140,21.995
6LU7_idAAAAgen7_uff_E=483.04, -6.2, 3.338, 4.930
6LU7_idAAAAgen7_uff_E=483.04, -6.2,22.900,25.123
6LU7_idAAAAgen7_uff_E=483.04, -6.1,24.822,25.759
6LU7_idAAABgen7_uff_E=635.71, -8.2, 0.000, 0.000
6LU7_idAAABgen7_uff_E=635.71, -7.5, 2.881, 6.800
6LU7_idAAABgen7_uff_E=635.71, -7.2,22.294,25.141
6LU7_idAAABgen7_uff_E=635.71, -7.1,25.174,26.449
6LU7_idAAABgen7_uff_E=635.71, -7.1,21.860,24.644
6LU7_idAAABgen7_uff_E=635.71, -6.9,23.051,25.411
6LU7_idAAABgen7_uff_E=635.71, -6.9,23.450,25.734
6LU7_idAAABgen7_uff_E=635.71, -6.8, 5.233, 7.034
6LU7_idAAABgen7_uff_E=635.71, -6.8,23.098,25.930
6LU7_idAAACgen7_uff_E=182.10, -3.6, 0.000, 0.000
6LU7_idAAACgen7_uff_E=182.10, -3.6, 0.078, 2.979
6LU7_idAAACgen7_uff_E=182.10, -3.6, 2.423, 3.436
6LU7_idAAACgen7_uff_E=182.10, -3.6,17.263,17.621
6LU7_idAAACgen7_uff_E=182.10, -3.5,17.716,18.036
6LU7_idAAACgen7_uff_E=182.10, -3.5,19.509,20.534
6LU7_idAAACgen7_uff_E=182.10, -3.5, 1.956, 3.190
6LU7_idAAACgen7_uff_E=182.10, -3.4, 1.979, 2.287
6LU7_idAAACgen7_uff_E=182.10, -3.4,17.724,17.846
6LU7_idAAADgen7_uff_E=97.87, -3.9, 0.000, 0.000
6LU7_idAAADgen7_uff_E=97.87, -3.9, 1.947, 2.475
6LU7_idAAADgen7_uff_E=97.87, -3.8,29.497,30.116
6LU7_idAAADgen7_uff_E=97.87, -3.6,18.108,18.229
6LU7_idAAADgen7_uff_E=97.87, -3.6, 2.628, 3.263
6LU7_idAAADgen7_uff_E=97.87, -3.5,18.570,18.732
6LU7_idAAADgen7_uff_E=97.87, -3.4,19.090,19.233
6LU7_idAAADgen7_uff_E=97.87, -3.3,12.583,13.438
6LU7_idAAADgen7_uff_E=97.87, -3.3,56.465,57.113
6LU7_idAAAEgen7_uff_E=182.10, -3.6, 0.000, 0.000
6LU7_idAAAEgen7_uff_E=182.10, -3.6, 2.436, 2.848
6LU7_idAAAEgen7_uff_E=182.10, -3.6, 0.116, 2.980
6LU7_idAAAEgen7_uff_E=182.10, -3.5,19.557,20.781
6LU7_idAAAEgen7_uff_E=182.10, -3.5,19.555,20.585
6LU7_idAAAEgen7_uff_E=182.10, -3.5, 1.956, 3.200
6LU7_idAAAEgen7_uff_E=182.10, -3.4,17.403,17.769
6LU7_idAAAEgen7_uff_E=182.10, -3.4,17.707,17.836
6LU7_idAAAEgen7_uff_E=182.10, -3.3,31.493,33.328
6LU7_idAAAFgen7_uff_E=45.53, -3.7, 0.000, 0.000
6LU7_idAAAFgen7_uff_E=45.53, -3.7,19.435,20.630
6LU7_idAAAFgen7_uff_E=45.53, -3.7, 0.994, 2.683
6LU7_idAAAFgen7_uff_E=45.53, -3.6,21.504,22.417
6LU7_idAAAFgen7_uff_E=45.53, -3.6,17.295,17.663
6LU7_idAAAFgen7_uff_E=45.53, -3.5, 1.378, 2.935
6LU7_idAAAFgen7_uff_E=45.53, -3.5,19.021,20.076
6LU7_idAAAFgen7_uff_E=45.53, -3.5, 1.361, 3.093
6LU7_idAAAFgen7_uff_E=45.53, -3.5, 1.347, 2.014
6LU7_idAAAGgen7_uff_E=1625.13, -8.7, 0.000, 0.000
6LU7_idAAAGgen7_uff_E=1625.13, -8.4,22.593,28.164
6LU7_idAAAGgen7_uff_E=1625.13, -8.1, 3.297, 7.337
6LU7_idAAAGgen7_uff_E=1625.13, -7.7, 2.582, 4.688
