Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAFRgen5_uff_E=966.77,-10.4,0.0,0.0
6LU7_idAAFRgen5_uff_E=966.77,-10.1,7.399,3.49
6LU7_idAAGKgen5_uff_E=1017.80,-10.1,0.0,0.0
6LU7_idAAGKgen5_uff_E=1017.80,-9.9,2.903,1.934
6LU7_idAAGKgen5_uff_E=1017.80,-9.9,35.875,30.068
6LU7_idAAGKgen5_uff_E=1017.80,-9.8,7.014,2.897
6LU7_idAABQgen5_uff_E=1021.68,-9.7,0.0,0.0
6LU7_idAABQgen5_uff_E=1021.68,-9.6,22.906,19.99
6LU7_idAAGZgen5_uff_E=672.45,-9.6,0.0,0.0
6LU7_idAAGKgen5_uff_E=1017.80,-9.5,8.994,3.859
6LU7_idAAGKgen5_uff_E=1017.80,-9.5,7.13,3.312
6LU7_idAAGZgen5_uff_E=662.53,-9.5,0.0,0.0
6LU7_idAAIBgen5_uff_E=2014.89,-9.5,0.0,0.0
6LU7_idAABQgen5_uff_E=1021.68,-9.4,8.225,5.009
6LU7_idAAGZgen5_uff_E=672.45,-9.4,13.378,3.279
6LU7_idAABQgen5_uff_E=1021.68,-9.3,32.918,29.98
6LU7_idAABQgen5_uff_E=1021.68,-9.3,8.688,3.793
6LU7_idAAFRgen5_uff_E=966.77,-9.3,7.03,3.392
6LU7_idAAGKgen5_uff_E=1017.80,-9.3,12.821,8.633
6LU7_idAAGZgen5_uff_E=672.45,-9.3,13.997,3.081
6LU7_idAABQgen5_uff_E=1021.68,-9.2,21.514,14.764
6LU7_idAAFRgen5_uff_E=966.77,-9.2,28.261,22.484
6LU7_idAAGZgen5_uff_E=662.53,-9.2,14.015,8.285
6LU7_idAAGZgen5_uff_E=672.45,-9.2,11.646,7.295
6LU7_idAAGZgen5_uff_E=672.45,-9.2,24.682,21.186
6LU7_idAAIOgen5_uff_E=492.47,-9.2,0.0,0.0
6LU7_idAAGKgen5_uff_E=1017.80,-9.1,26.242,21.057
6LU7_idAAGKgen5_uff_E=1017.80,-9.1,6.128,3.875
6LU7_idAAGZgen5_uff_E=662.53,-9.1,15.757,5.616
6LU7_idAAGZgen5_uff_E=662.53,-9.1,15.98,5.054
6LU7_idAAIIgen5_uff_E=1319.38,-9.1,0.0,0.0
6LU7_idAAIOgen5_uff_E=492.47,-9.1,8.37,4.841
6LU7_idAABFgen5_uff_E=981.74,-9.0,0.0,0.0
6LU7_idAAFRgen5_uff_E=966.77,-9.0,9.922,3.624
6LU7_idAAFRgen5_uff_E=966.77,-9.0,11.322,5.121
6LU7_idAAFRgen5_uff_E=966.77,-9.0,9.824,4.08
6LU7_idAAGZgen5_uff_E=662.53,-9.0,14.458,4.817
6LU7_idAAGZgen5_uff_E=662.53,-9.0,15.093,4.184
6LU7_idAABQgen5_uff_E=1021.68,-8.9,31.14,28.468
6LU7_idAABQgen5_uff_E=1021.68,-8.9,26.544,21.521
6LU7_idAAFRgen5_uff_E=966.77,-8.9,11.749,6.697
6LU7_idAAGZgen5_uff_E=662.53,-8.9,19.911,16.872
6LU7_idAAGZgen5_uff_E=672.45,-8.9,22.747,17.922
6LU7_idAAGZgen5_uff_E=672.45,-8.9,19.581,17.674
6LU7_idAAGZgen5_uff_E=672.45,-8.9,14.098,9.867
6LU7_idAAHUgen5_uff_E=156.80,-8.9,0.0,0.0
6LU7_idAAKLgen5_uff_E=1579.31,-8.9,0.0,0.0
6LU7_idAABFgen5_uff_E=981.74,-8.8,5.501,1.752
6LU7_idAABQgen5_uff_E=1021.68,-8.8,23.283,20.032
6LU7_idAAFEgen5_uff_E=695.97,-8.8,0.0,0.0
6LU7_idAAFRgen5_uff_E=966.77,-8.8,31.861,29.671
6LU7_idAAGZgen5_uff_E=672.45,-8.8,23.296,18.691
6LU7_idAAKOgen5_uff_E=2385.34,-8.8,0.0,0.0
6LU7_idAABFgen5_uff_E=981.74,-8.7,9.036,1.807
6LU7_idAAFEgen5_uff_E=695.97,-8.7,6.381,3.13
6LU7_idAAGZgen5_uff_E=662.53,-8.7,20.795,17.862
6LU7_idAAIIgen5_uff_E=1319.38,-8.7,5.585,2.567
6LU7_idAAAMgen5_uff_E=706.25,-8.6,23.386,19.52
6LU7_idAAAMgen5_uff_E=706.25,-8.6,0.0,0.0
6LU7_idAABFgen5_uff_E=981.74,-8.6,23.286,19.519
6LU7_idAABFgen5_uff_E=981.74,-8.6,5.286,1.442
6LU7_idAAGJgen5_uff_E=447.76,-8.6,0.0,0.0
6LU7_idAAKLgen5_uff_E=1579.31,-8.6,25.117,17.938
6LU7_idAAKOgen5_uff_E=2385.34,-8.6,4.281,2.774
6LU7_idAAAAgen5_uff_E=981.75,-8.5,0.0,0.0
6LU7_idAACKgen5_uff_E=188.85,-8.5,0.0,0.0
6LU7_idAADIgen5_uff_E=795.16,-8.5,0.0,0.0
6LU7_idAAFEgen5_uff_E=695.97,-8.5,8.198,3.056
6LU7_idAAGOgen5_uff_E=430.07,-8.5,0.0,0.0
6LU7_idAAGRgen5_uff_E=791.31,-8.5,0.0,0.0
6LU7_idAAGZgen5_uff_E=662.53,-8.5,8.048,4.692
6LU7_idAAIDgen5_uff_E=173.22,-8.5,26.93,23.557
6LU7_idAAIDgen5_uff_E=173.22,-8.5,0.0,0.0
6LU7_idAAIOgen5_uff_E=492.47,-8.5,6.794,5.089
6LU7_idAAJWgen5_uff_E=404.57,-8.5,0.0,0.0
6LU7_idAAKLgen5_uff_E=1579.31,-8.5,17.324,12.15
6LU7_idAAAAgen5_uff_E=981.75,-8.4,1.848,1.109
6LU7_idAAAMgen5_uff_E=706.25,-8.4,9.422,3.046
6LU7_idAAIBgen5_uff_E=2014.89,-8.4,25.463,22.435
6LU7_idAAIOgen5_uff_E=492.47,-8.4,5.472,3.558
6LU7_idAAJOgen5_uff_E=1202.47,-8.4,0.0,0.0
6LU7_idAAKOgen5_uff_E=2385.34,-8.4,23.682,20.617
6LU7_idAAAMgen5_uff_E=706.25,-8.3,9.13,2.19
6LU7_idAAAMgen5_uff_E=706.25,-8.3,25.319,19.455
6LU7_idAABFgen5_uff_E=981.74,-8.3,5.904,3.201
6LU7_idAAEQgen5_uff_E=428.35,-8.3,8.789,2.408
6LU7_idAAEQgen5_uff_E=428.35,-8.3,0.0,0.0
6LU7_idAAGOgen5_uff_E=430.07,-8.3,5.883,3.992
6LU7_idAAIBgen5_uff_E=2014.89,-8.3,26.995,23.298
6LU7_idAAIDgen5_uff_E=173.22,-8.3,37.028,32.822
6LU7_idAAIOgen5_uff_E=492.47,-8.3,43.807,40.549
6LU7_idAAJWgen5_uff_E=404.57,-8.3,2.15,1.412
6LU7_idAAKAgen5_uff_E=475.39,-8.3,0.0,0.0
6LU7_idAAKLgen5_uff_E=1579.31,-8.3,3.03,1.921
6LU7_idAAKLgen5_uff_E=1579.31,-8.3,30.024,25.867
6LU7_idAAKLgen5_uff_E=1579.31,-8.3,28.603,24.422
6LU7_idAAKLgen5_uff_E=1579.31,-8.3,18.106,12.093
6LU7_idAAAMgen5_uff_E=706.25,-8.2,23.804,19.476
6LU7_idAAAMgen5_uff_E=706.25,-8.2,26.345,20.569
6LU7_idAADIgen5_uff_E=795.16,-8.2,2.248,1.435
6LU7_idAAEQgen5_uff_E=428.35,-8.2,7.615,2.44
6LU7_idAAFEgen5_uff_E=695.97,-8.2,7.899,3.316
6LU7_idAAFEgen5_uff_E=695.97,-8.2,8.631,3.907
6LU7_idAAGDgen5_uff_E=504.75,-8.2,0.0,0.0
6LU7_idAAGEgen5_uff_E=593.14,-8.2,40.028,38.069
6LU7_idAAGEgen5_uff_E=593.14,-8.2,0.0,0.0
6LU7_idAAIBgen5_uff_E=2014.89,-8.2,9.061,3.574
6LU7_idAAIDgen5_uff_E=173.22,-8.2,22.175,17.544
6LU7_idAAIIgen5_uff_E=1319.38,-8.2,2.757,1.905
6LU7_idAAIOgen5_uff_E=492.47,-8.2,7.71,3.998
6LU7_idAAIOgen5_uff_E=492.47,-8.2,22.766,17.847
6LU7_idAAJWgen5_uff_E=404.57,-8.2,23.746,19.373
6LU7_idAAAAgen5_uff_E=981.75,-8.1,12.999,6.261
6LU7_idAAAIgen5_uff_E=545.35,-8.1,0.0,0.0
6LU7_idAAAMgen5_uff_E=706.25,-8.1,24.028,20.331
6LU7_idAAAPgen5_uff_E=192.27,-8.1,0.0,0.0
6LU7_idAABFgen5_uff_E=981.74,-8.1,7.562,1.956
6LU7_idAABFgen5_uff_E=981.74,-8.1,24.194,20.43
6LU7_idAADVgen5_uff_E=356.17,-8.1,11.554,4.436
6LU7_idAADVgen5_uff_E=356.17,-8.1,0.0,0.0
6LU7_idAAEQgen5_uff_E=428.35,-8.1,4.717,1.458
6LU7_idAAEQgen5_uff_E=428.35,-8.1,25.288,21.535
6LU7_idAAFBgen5_uff_E=1429.46,-8.1,0.0,0.0
6LU7_idAAFEgen5_uff_E=695.97,-8.1,4.255,2.72
6LU7_idAAFEgen5_uff_E=695.97,-8.1,8.97,2.794
6LU7_idAAGDgen5_uff_E=504.75,-8.1,2.398,1.528
6LU7_idAAGDgen5_uff_E=504.75,-8.1,17.869,15.856
6LU7_idAAGDgen5_uff_E=504.75,-8.1,4.564,2.414
6LU7_idAAHPgen5_uff_E=268.18,-8.1,0.0,0.0
6LU7_idAAHUgen5_uff_E=156.80,-8.1,3.224,1.594
6LU7_idAAIBgen5_uff_E=2014.89,-8.1,26.189,23.179
6LU7_idAAIIgen5_uff_E=1319.38,-8.1,7.737,2.751
6LU7_idAAIJgen5_uff_E=669.60,-8.1,0.0,0.0
6LU7_idAAKLgen5_uff_E=1579.31,-8.1,28.916,16.184
6LU7_idAAKLgen5_uff_E=1579.31,-8.1,28.924,24.522
6LU7_idAAKOgen5_uff_E=2385.34,-8.1,20.601,17.707
6LU7_idAAAMgen5_uff_E=706.25,-8.0,24.675,20.458
6LU7_idAABFgen5_uff_E=981.74,-8.0,6.449,1.792
6LU7_idAAEQgen5_uff_E=428.35,-8.0,16.329,14.16
6LU7_idAAEZgen5_uff_E=332.24,-8.0,0.0,0.0
6LU7_idAAFGgen5_uff_E=359.76,-8.0,0.0,0.0
6LU7_idAAGDgen5_uff_E=504.75,-8.0,27.564,23.603
6LU7_idAAGOgen5_uff_E=430.07,-8.0,10.084,4.523
6LU7_idAAGRgen5_uff_E=791.31,-8.0,8.565,3.013
