Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen3_uff_E=128.83, -6.2, 0.000, 0.000
6LU7_idAAAAgen3_uff_E=128.83, -6.2, 3.092, 4.477
6LU7_idAAAAgen3_uff_E=128.83, -6.2,30.009,33.614
6LU7_idAAAAgen3_uff_E=128.83, -6.1,17.673,21.582
6LU7_idAAAAgen3_uff_E=128.83, -6.1, 2.931, 4.400
6LU7_idAAAAgen3_uff_E=128.83, -5.9,14.395,17.653
6LU7_idAAAAgen3_uff_E=128.83, -5.9, 1.579, 9.805
6LU7_idAAAAgen3_uff_E=128.83, -5.9, 2.817, 3.503
6LU7_idAAAAgen3_uff_E=128.83, -5.9,29.409,32.860
6LU7_idAAABgen3_uff_E=0.00, -2.2, 0.000, 0.000
6LU7_idAAABgen3_uff_E=0.00, -2.2, 0.058, 2.021
6LU7_idAAABgen3_uff_E=0.00, -2.2,17.816,18.059
6LU7_idAAABgen3_uff_E=0.00, -2.2,17.835,18.019
6LU7_idAAABgen3_uff_E=0.00, -2.1,11.379,11.878
6LU7_idAAABgen3_uff_E=0.00, -2.0,30.996,31.445
6LU7_idAAABgen3_uff_E=0.00, -2.0,23.444,24.015
6LU7_idAAABgen3_uff_E=0.00, -2.0,23.446,23.945
6LU7_idAAABgen3_uff_E=0.00, -1.9,11.115,11.759
6LU7_idAAACgen3_uff_E=101.39, -5.3, 0.000, 0.000
6LU7_idAAACgen3_uff_E=101.39, -5.1,19.999,21.020
6LU7_idAAACgen3_uff_E=101.39, -4.9, 1.419, 1.517
6LU7_idAAACgen3_uff_E=101.39, -4.8,12.880,13.445
6LU7_idAAACgen3_uff_E=101.39, -4.8,31.616,33.161
6LU7_idAAACgen3_uff_E=101.39, -4.8,63.956,64.775
6LU7_idAAACgen3_uff_E=101.39, -4.7, 3.168, 3.419
6LU7_idAAACgen3_uff_E=101.39, -4.6,54.993,56.484
6LU7_idAAACgen3_uff_E=101.39, -4.6,34.339,35.778
6LU7_idAAADgen3_uff_E=58.91, -4.0, 0.000, 0.000
6LU7_idAAADgen3_uff_E=58.91, -3.9, 1.797, 3.813
6LU7_idAAADgen3_uff_E=58.91, -3.8,18.610,19.653
6LU7_idAAADgen3_uff_E=58.91, -3.8,24.691,25.103
6LU7_idAAADgen3_uff_E=58.91, -3.7,19.316,19.873
6LU7_idAAADgen3_uff_E=58.91, -3.7, 2.350, 3.721
6LU7_idAAADgen3_uff_E=58.91, -3.7,19.167,20.991
6LU7_idAAADgen3_uff_E=58.91, -3.7,31.378,32.603
6LU7_idAAADgen3_uff_E=58.91, -3.6,10.351,11.603
6LU7_idAAAEgen3_uff_E=81.20, -4.5, 0.000, 0.000
6LU7_idAAAEgen3_uff_E=81.20, -4.5,33.299,34.115
6LU7_idAAAEgen3_uff_E=81.20, -4.5,19.087,19.673
6LU7_idAAAEgen3_uff_E=81.20, -4.4,32.811,33.694
6LU7_idAAAEgen3_uff_E=81.20, -4.4,19.648,20.589
6LU7_idAAAEgen3_uff_E=81.20, -4.3,19.083,19.769
6LU7_idAAAEgen3_uff_E=81.20, -4.2, 9.642,10.847
6LU7_idAAAEgen3_uff_E=81.20, -4.2,33.274,34.257
6LU7_idAAAEgen3_uff_E=81.20, -4.1, 8.687, 9.132
6LU7_idAAAFgen3_uff_E=80.18, -4.5, 0.000, 0.000
6LU7_idAAAFgen3_uff_E=80.18, -4.4,32.779,34.115
6LU7_idAAAFgen3_uff_E=80.18, -4.4, 2.111, 2.546
6LU7_idAAAFgen3_uff_E=80.18, -4.4,19.671,20.224
6LU7_idAAAFgen3_uff_E=80.18, -4.4,33.036,34.333
6LU7_idAAAFgen3_uff_E=80.18, -4.2,10.668,11.471
6LU7_idAAAFgen3_uff_E=80.18, -4.2, 1.302, 2.014
6LU7_idAAAFgen3_uff_E=80.18, -4.2, 3.153, 5.004
6LU7_idAAAFgen3_uff_E=80.18, -4.1,25.555,26.321
6LU7_idAAAGgen3_uff_E=50.59, -4.1, 0.000, 0.000
6LU7_idAAAGgen3_uff_E=50.59, -4.0, 1.870, 2.806
6LU7_idAAAGgen3_uff_E=50.59, -4.0,18.913,19.916
6LU7_idAAAGgen3_uff_E=50.59, -4.0, 2.610, 3.592
6LU7_idAAAGgen3_uff_E=50.59, -3.9,18.516,19.489
6LU7_idAAAGgen3_uff_E=50.59, -3.8,19.387,20.407
6LU7_idAAAGgen3_uff_E=50.59, -3.8, 2.074, 2.548
6LU7_idAAAGgen3_uff_E=50.59, -3.7,31.088,32.606
6LU7_idAAAGgen3_uff_E=50.59, -3.7,10.762,11.828
6LU7_idAAAHgen3_uff_E=70.38, -4.5, 0.000, 0.000
6LU7_idAAAHgen3_uff_E=70.38, -4.4,33.001,34.337
6LU7_idAAAHgen3_uff_E=70.38, -4.4,20.054,21.201
6LU7_idAAAHgen3_uff_E=70.38, -4.4,32.955,34.415
6LU7_idAAAHgen3_uff_E=70.38, -4.3, 1.459, 2.180
6LU7_idAAAHgen3_uff_E=70.38, -4.1,11.741,12.542
6LU7_idAAAHgen3_uff_E=70.38, -4.0, 3.074, 5.131
6LU7_idAAAHgen3_uff_E=70.38, -4.0,19.625,20.469
6LU7_idAAAHgen3_uff_E=70.38, -4.0,23.352,24.329
6LU7_idAAAIgen3_uff_E=0.00, -2.2, 0.000, 0.000
6LU7_idAAAIgen3_uff_E=0.00, -2.2, 0.067, 2.021
6LU7_idAAAIgen3_uff_E=0.00, -2.2,17.794,18.008
6LU7_idAAAIgen3_uff_E=0.00, -2.2,17.778,18.047
6LU7_idAAAIgen3_uff_E=0.00, -2.1,55.657,56.058
6LU7_idAAAIgen3_uff_E=0.00, -2.0,30.987,31.479
6LU7_idAAAIgen3_uff_E=0.00, -2.0,23.470,23.979
6LU7_idAAAIgen3_uff_E=0.00, -2.0,23.468,24.048
6LU7_idAAAIgen3_uff_E=0.00, -1.9,47.504,47.859
6LU7_idAAAJgen3_uff_E=45.53, -3.8, 0.000, 0.000
6LU7_idAAAJgen3_uff_E=45.53, -3.8, 2.378, 2.960
6LU7_idAAAJgen3_uff_E=45.53, -3.7,19.001,19.617
6LU7_idAAAJgen3_uff_E=45.53, -3.7,18.676,19.410
6LU7_idAAAJgen3_uff_E=45.53, -3.6,18.643,19.226
6LU7_idAAAJgen3_uff_E=45.53, -3.5, 2.611, 3.424
6LU7_idAAAJgen3_uff_E=45.53, -3.4,30.041,31.149
6LU7_idAAAJgen3_uff_E=45.53, -3.4,56.577,57.668
6LU7_idAAAJgen3_uff_E=45.53, -3.3,18.768,19.364
6LU7_idAAAKgen3_uff_E=91.74, -3.8, 0.000, 0.000
