Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen9_uff_E=97.87, -3.9, 0.000, 0.000
6LU7_idAAAAgen9_uff_E=97.87, -3.9, 1.954, 2.481
6LU7_idAAAAgen9_uff_E=97.87, -3.8,29.507,30.124
6LU7_idAAAAgen9_uff_E=97.87, -3.8, 1.286, 2.018
6LU7_idAAAAgen9_uff_E=97.87, -3.6,18.123,18.235
6LU7_idAAAAgen9_uff_E=97.87, -3.5,18.969,19.121
6LU7_idAAAAgen9_uff_E=97.87, -3.4,18.619,18.778
6LU7_idAAAAgen9_uff_E=97.87, -3.4,19.111,19.237
6LU7_idAAAAgen9_uff_E=97.87, -3.3,12.604,13.529
6LU7_idAAABgen9_uff_E=190.26, -6.2, 0.000, 0.000
6LU7_idAAABgen9_uff_E=190.26, -6.1,18.196,20.231
6LU7_idAAABgen9_uff_E=190.26, -5.9,18.184,19.199
6LU7_idAAABgen9_uff_E=190.26, -5.9,18.861,21.268
6LU7_idAAABgen9_uff_E=190.26, -5.8,44.353,45.509
6LU7_idAAABgen9_uff_E=190.26, -5.8,34.393,35.494
6LU7_idAAABgen9_uff_E=190.26, -5.7, 4.944,10.583
6LU7_idAAABgen9_uff_E=190.26, -5.7,26.811,28.437
6LU7_idAAABgen9_uff_E=190.26, -5.6,18.616,20.312
6LU7_idAAACgen9_uff_E=45.53, -3.8, 0.000, 0.000
6LU7_idAAACgen9_uff_E=45.53, -3.7,19.351,20.470
6LU7_idAAACgen9_uff_E=45.53, -3.7,19.148,20.708
6LU7_idAAACgen9_uff_E=45.53, -3.6,24.211,24.466
6LU7_idAAACgen9_uff_E=45.53, -3.5,19.238,20.735
6LU7_idAAACgen9_uff_E=45.53, -3.4,29.842,31.048
6LU7_idAAACgen9_uff_E=45.53, -3.4, 0.974, 2.773
6LU7_idAAACgen9_uff_E=45.53, -3.4, 2.001, 2.605
6LU7_idAAACgen9_uff_E=45.53, -3.3,47.752,48.647
6LU7_idAAADgen9_uff_E=1447.87,-10.2, 0.000, 0.000
6LU7_idAAADgen9_uff_E=1447.87, -9.9,20.282,24.599
6LU7_idAAADgen9_uff_E=1447.87, -9.8,19.182,23.336
6LU7_idAAADgen9_uff_E=1447.87, -9.8,19.258,23.850
6LU7_idAAADgen9_uff_E=1447.87, -9.4, 3.644,10.169
6LU7_idAAADgen9_uff_E=1447.87, -9.4, 1.507, 2.133
6LU7_idAAADgen9_uff_E=1447.87, -9.4, 5.619, 9.729
6LU7_idAAADgen9_uff_E=1447.87, -9.3,20.260,23.750
6LU7_idAAADgen9_uff_E=1447.87, -9.3,19.978,24.500
6LU7_idAAAEgen9_uff_E=46.64, -4.2, 0.000, 0.000
