Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen6_uff_E=37.75, -4.6, 0.000, 0.000
6LU7_idAAAAgen6_uff_E=37.75, -4.3, 1.827, 3.574
6LU7_idAAAAgen6_uff_E=37.75, -4.3,19.358,20.467
6LU7_idAAAAgen6_uff_E=37.75, -4.3,19.297,20.322
6LU7_idAAAAgen6_uff_E=37.75, -4.2,17.847,18.226
6LU7_idAAAAgen6_uff_E=37.75, -4.0,18.525,18.966
6LU7_idAAAAgen6_uff_E=37.75, -4.0,41.003,42.082
6LU7_idAAAAgen6_uff_E=37.75, -3.9,18.052,18.618
6LU7_idAAAAgen6_uff_E=37.75, -3.9,18.187,18.656
6LU7_idAAABgen6_uff_E=1489.97, -8.6, 0.000, 0.000
6LU7_idAAABgen6_uff_E=1489.97, -8.3,21.077,25.882
6LU7_idAAABgen6_uff_E=1489.97, -8.2,21.010,25.324
6LU7_idAAABgen6_uff_E=1489.97, -8.1,21.170,25.925
6LU7_idAAABgen6_uff_E=1489.97, -8.1,22.836,26.468
6LU7_idAAABgen6_uff_E=1489.97, -8.1,19.987,23.973
6LU7_idAAABgen6_uff_E=1489.97, -8.0, 2.856, 5.553
6LU7_idAAABgen6_uff_E=1489.97, -7.8, 2.143, 3.889
6LU7_idAAABgen6_uff_E=1489.97, -7.7, 3.116, 7.810
6LU7_idAAACgen6_uff_E=37.75, -4.6, 0.000, 0.000
6LU7_idAAACgen6_uff_E=37.75, -4.3, 1.822, 3.571
6LU7_idAAACgen6_uff_E=37.75, -4.3,18.591,19.763
6LU7_idAAACgen6_uff_E=37.75, -4.3,19.305,20.330
6LU7_idAAACgen6_uff_E=37.75, -4.2, 1.312, 2.771
6LU7_idAAACgen6_uff_E=37.75, -4.2,17.948,18.288
6LU7_idAAACgen6_uff_E=37.75, -4.0,17.915,18.437
6LU7_idAAACgen6_uff_E=37.75, -3.9, 1.158, 2.297
6LU7_idAAACgen6_uff_E=37.75, -3.7,41.081,42.197
6LU7_idAAADgen6_uff_E=93.16, -4.5, 0.000, 0.000
6LU7_idAAADgen6_uff_E=93.16, -4.3,17.336,17.904
6LU7_idAAADgen6_uff_E=93.16, -4.3,17.859,18.683
6LU7_idAAADgen6_uff_E=93.16, -4.1,17.865,18.684
6LU7_idAAADgen6_uff_E=93.16, -4.0,18.935,20.323
