Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAWXgen13_uff_E=269.25,-15.4,0,0
6LU7_idABOKgen13_uff_E=231.35,-14.9,0,0
6LU7_idABSFgen13_uff_E=569.75,-14.9,0,0
6LU7_idABBIgen13_uff_E=396.14,-14.8,0,0
6LU7_idABJXgen13_uff_E=969.86,-14.7,0,0
6LU7_idABOCgen13_uff_E=773.13,-14.7,0,0
6LU7_idAAWUgen13_uff_E=1093.93,-14.6,0,0
6LU7_idAAWXgen13_uff_E=269.25,-14.6,0.996,12.67
6LU7_idAAJYgen13_uff_E=320.91,-14.5,0,0
6LU7_idABCIgen13_uff_E=708.01,-14.5,0,0
6LU7_idAAKGgen13_uff_E=276.07,-14.4,0,0
6LU7_idAAYAgen13_uff_E=784.48,-14.4,0,0
6LU7_idAAUTgen13_uff_E=388.13,-14.3,0,0
6LU7_idABOHgen13_uff_E=697.85,-14.3,0,0
6LU7_idAAIKgen13_uff_E=712.20,-14.2,0,0
6LU7_idAAFIgen13_uff_E=546.21,-14.1,0,0
6LU7_idAARTgen13_uff_E=427.57,-14.1,0,0
6LU7_idAARTgen13_uff_E=427.57,-14.1,0.703,12.493
6LU7_idABODgen13_uff_E=242.51,-14.1,0,0
6LU7_idAAUFgen13_uff_E=351.07,-14,0,0
6LU7_idAAJDgen13_uff_E=303.69,-13.9,0,0
6LU7_idAAJYgen13_uff_E=320.91,-13.9,0.577,2.672
6LU7_idAAWJgen13_uff_E=239.60,-13.9,0,0
6LU7_idAAWJgen13_uff_E=239.60,-13.9,1.099,12.113
6LU7_idABBIgen13_uff_E=396.14,-13.9,0.97,22.648
6LU7_idABJQgen13_uff_E=214.09,-13.9,0,0
6LU7_idABLKgen13_uff_E=755.69,-13.9,0,0
6LU7_idAALQgen13_uff_E=327.27,-13.8,0,0
6LU7_idAARTgen13_uff_E=427.57,-13.8,22.116,33.042
6LU7_idABHCgen13_uff_E=636.62,-13.8,0,0
6LU7_idABKQgen13_uff_E=1127.69,-13.8,0,0
6LU7_idABLDgen13_uff_E=350.25,-13.8,0,0
6LU7_idABOKgen13_uff_E=231.35,-13.8,24.159,28.096
6LU7_idAAHRgen13_uff_E=950.16,-13.7,0,0
6LU7_idAALIgen13_uff_E=393.36,-13.7,0,0
6LU7_idAAZQgen13_uff_E=4868.45,-13.7,0,0
6LU7_idABISgen13_uff_E=642.79,-13.7,0,0
6LU7_idABNBgen13_uff_E=388.20,-13.7,0,0
6LU7_idABOPgen13_uff_E=3994.75,-13.7,0,0
6LU7_idABQQgen13_uff_E=460.82,-13.7,0,0
6LU7_idAADAgen13_uff_E=451.12,-13.6,0,0
6LU7_idABCIgen13_uff_E=708.01,-13.6,22.615,34.641
6LU7_idABJQgen13_uff_E=214.09,-13.6,12.094,20.128
6LU7_idABKEgen13_uff_E=4050.50,-13.6,0,0
6LU7_idABOHgen13_uff_E=697.85,-13.6,0.941,11.807
6LU7_idABPAgen13_uff_E=773.91,-13.6,0,0
6LU7_idABPTgen13_uff_E=814.33,-13.6,0,0
6LU7_idABPTgen13_uff_E=814.33,-13.6,1.177,11.522
6LU7_idAABNgen13_uff_E=807.25,-13.5,0,0
6LU7_idAAJYgen13_uff_E=320.91,-13.5,0.821,5.046
6LU7_idAALPgen13_uff_E=356.78,-13.5,0,0
6LU7_idAAYAgen13_uff_E=784.48,-13.5,24.997,35.647
6LU7_idAAZLgen13_uff_E=487.03,-13.5,0,0
6LU7_idABICgen13_uff_E=900.43,-13.5,0,0
6LU7_idABIZgen13_uff_E=435.30,-13.5,0,0
6LU7_idABPAgen13_uff_E=773.91,-13.5,2.44,26.011
6LU7_idAABNgen13_uff_E=807.25,-13.4,1.215,21.291
6LU7_idAADXgen13_uff_E=322.59,-13.4,0,0
6LU7_idAAJDgen13_uff_E=303.69,-13.4,1.251,11.281
6LU7_idABESgen13_uff_E=2055.18,-13.4,0,0
6LU7_idABHCgen13_uff_E=636.62,-13.4,0.918,12.662
6LU7_idABJBgen13_uff_E=458.78,-13.4,0,0
6LU7_idABJDgen13_uff_E=335.58,-13.4,0,0
6LU7_idABJGgen13_uff_E=474.62,-13.4,0,0
6LU7_idABLDgen13_uff_E=350.25,-13.4,0.798,25.808
6LU7_idABOCgen13_uff_E=773.13,-13.4,0.958,12.695
6LU7_idAAAIgen13_uff_E=590.61,-13.3,0,0
6LU7_idAADAgen13_uff_E=451.12,-13.3,0.6,2.381
6LU7_idAAHQgen13_uff_E=1447.64,-13.3,0,0
6LU7_idAALJgen13_uff_E=5263.82,-13.3,0,0
6LU7_idAARIgen13_uff_E=1125.99,-13.3,0,0
6LU7_idAAUFgen13_uff_E=351.07,-13.3,24.705,29.596
6LU7_idAAWXgen13_uff_E=269.25,-13.3,23.174,25.195
6LU7_idAAYAgen13_uff_E=784.48,-13.3,25.589,32.795
6LU7_idAAZKgen13_uff_E=1004.58,-13.3,0,0
6LU7_idABBPgen13_uff_E=607.51,-13.3,0,0
6LU7_idABISgen13_uff_E=642.79,-13.3,23.151,36.884
6LU7_idABIZgen13_uff_E=435.30,-13.3,1.312,22.699
6LU7_idABJGgen13_uff_E=474.62,-13.3,0.838,14.929
6LU7_idABJQgen13_uff_E=214.09,-13.3,1.334,2.535
6LU7_idABKEgen13_uff_E=4050.50,-13.3,3.862,7.91
6LU7_idABNBgen13_uff_E=388.20,-13.3,1.281,24.156
6LU7_idABOAgen13_uff_E=1451.61,-13.3,0,0
6LU7_idABSNgen13_uff_E=1764.41,-13.3,0,0
6LU7_idAAFVgen13_uff_E=272.92,-13.2,0,0
6LU7_idAAJDgen13_uff_E=303.69,-13.2,7.241,27.264
6LU7_idAAJYgen13_uff_E=320.91,-13.2,1.132,22.402
6LU7_idAALPgen13_uff_E=356.78,-13.2,8.961,30.551
6LU7_idAAMXgen13_uff_E=460.03,-13.2,0,0
6LU7_idAANGgen13_uff_E=191.90,-13.2,0,0
6LU7_idAAQQgen13_uff_E=1015.40,-13.2,0,0
6LU7_idAARTgen13_uff_E=427.57,-13.2,4.611,14.019
6LU7_idAAWXgen13_uff_E=269.25,-13.2,23.54,27.094
6LU7_idABFYgen13_uff_E=697.77,-13.2,0,0
6LU7_idABGIgen13_uff_E=754.03,-13.2,0,0
6LU7_idABOPgen13_uff_E=3994.75,-13.2,28.894,33.693
6LU7_idAADJgen13_uff_E=701.85,-13.1,0,0
6LU7_idAADXgen13_uff_E=322.59,-13.1,1.184,29.254
6LU7_idAAFVgen13_uff_E=272.92,-13.1,1.052,22.471
6LU7_idAAQIgen13_uff_E=1310.86,-13.1,0,0
6LU7_idAAUHgen13_uff_E=5654.47,-13.1,0,0
6LU7_idAAXLgen13_uff_E=5314.94,-13.1,0,0
6LU7_idABESgen13_uff_E=2055.18,-13.1,2.62,13.716
6LU7_idABFVgen13_uff_E=571.83,-13.1,0,0
6LU7_idABHFgen13_uff_E=1266.06,-13.1,0,0
6LU7_idABISgen13_uff_E=642.79,-13.1,1.018,13.767
6LU7_idABJQgen13_uff_E=214.09,-13.1,11.654,21.534
6LU7_idABJXgen13_uff_E=969.86,-13.1,0.927,2.658
6LU7_idABKEgen13_uff_E=4050.50,-13.1,28.857,33.638
6LU7_idABKQgen13_uff_E=1127.69,-13.1,1.113,24.08
6LU7_idABLBgen13_uff_E=1225.85,-13.1,0,0
6LU7_idABOPgen13_uff_E=3994.75,-13.1,3.911,7.972
6LU7_idABPAgen13_uff_E=773.91,-13.1,22.184,29.395
6LU7_idABPXgen13_uff_E=3576.48,-13.1,0,0
6LU7_idABREgen13_uff_E=1777.07,-13.1,0,0
6LU7_idAADAgen13_uff_E=451.12,-13,0.964,23.239
6LU7_idAADGgen13_uff_E=528.56,-13,0,0
6LU7_idAAIAgen13_uff_E=464.66,-13,0,0
6LU7_idAAJYgen13_uff_E=320.91,-13,1.147,21.463
6LU7_idAAKGgen13_uff_E=276.07,-13,1.107,3.384
6LU7_idAAOSgen13_uff_E=678.52,-13,0,0
6LU7_idAAXYgen13_uff_E=776.63,-13,0,0
6LU7_idAAYKgen13_uff_E=1377.21,-13,0,0
6LU7_idABFXgen13_uff_E=612.24,-13,0,0
6LU7_idABGNgen13_uff_E=4873.62,-13,0,0
6LU7_idABHCgen13_uff_E=636.62,-13,3.369,14
6LU7_idABKEgen13_uff_E=4050.50,-13,5.121,8.257
6LU7_idABOPgen13_uff_E=3994.75,-13,28.496,33.098
6LU7_idAADAgen13_uff_E=451.12,-12.9,1.022,5.876
6LU7_idAADXgen13_uff_E=322.59,-12.9,0.952,24.015
6LU7_idAAFIgen13_uff_E=546.21,-12.9,0.971,11.439
6LU7_idAAFVgen13_uff_E=272.92,-12.9,0.85,27.192
6LU7_idAAFVgen13_uff_E=272.92,-12.9,0.579,20.919
6LU7_idAAJYgen13_uff_E=320.91,-12.9,1.028,22.239
6LU7_idAALHgen13_uff_E=362.54,-12.9,0,0
6LU7_idAAMXgen13_uff_E=460.03,-12.9,1.004,11.784
6LU7_idAARTgen13_uff_E=427.57,-12.9,5.127,14.207
6LU7_idAATIgen13_uff_E=365.17,-12.9,0,0
6LU7_idAAXYgen13_uff_E=776.63,-12.9,22.122,30.835
6LU7_idAAXYgen13_uff_E=776.63,-12.9,1.855,11.424
6LU7_idAAXYgen13_uff_E=776.63,-12.9,8.485,30.781
6LU7_idAAYAgen13_uff_E=784.48,-12.9,1.268,12.794
