Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen17_uff_E=261.37,-13.3, 0.000, 0.000
6LU7_idAAAAgen17_uff_E=261.37,-11.9,26.413,35.066
6LU7_idAAAAgen17_uff_E=261.37,-11.9, 7.639,11.077
6LU7_idAAAAgen17_uff_E=261.37,-11.9,24.204,29.652
6LU7_idAAAAgen17_uff_E=261.37,-11.7,26.677,34.784
6LU7_idAAAAgen17_uff_E=261.37,-11.6, 1.233,12.018
6LU7_idAAAAgen17_uff_E=261.37,-11.2,10.721,17.901
6LU7_idAAAAgen17_uff_E=261.37,-11.1,23.593,25.840
6LU7_idAAAAgen17_uff_E=261.37,-11.1, 4.798,18.042
6LU7_idAAAAgen17_uff_E=45.53, -3.8, 0.000, 0.000
6LU7_idAAAAgen17_uff_E=45.53, -3.7,19.305,20.438
6LU7_idAAAAgen17_uff_E=45.53, -3.7,19.150,20.708
6LU7_idAAAAgen17_uff_E=45.53, -3.7,19.319,20.659
6LU7_idAAAAgen17_uff_E=45.53, -3.6, 1.431, 2.193
6LU7_idAAAAgen17_uff_E=45.53, -3.6,30.094,31.264
6LU7_idAAAAgen17_uff_E=45.53, -3.4,29.774,30.991
6LU7_idAAAAgen17_uff_E=45.53, -3.3,47.903,48.702
6LU7_idAAAAgen17_uff_E=45.53, -3.3,19.140,20.077
6LU7_idAAABgen17_uff_E=1135.65,-13.1, 0.000, 0.000
6LU7_idAAABgen17_uff_E=1135.65,-12.4, 2.946,30.749
6LU7_idAAABgen17_uff_E=1135.65,-11.4, 6.260,23.601
6LU7_idAAABgen17_uff_E=1135.65,-11.4, 1.708,21.526
6LU7_idAAABgen17_uff_E=1135.65,-11.2, 4.376,22.229
6LU7_idAAABgen17_uff_E=1135.65,-11.1, 2.737,36.442
6LU7_idAAABgen17_uff_E=1135.65,-10.9,29.586,40.888
6LU7_idAAABgen17_uff_E=1135.65,-10.9, 1.329, 2.282
6LU7_idAAABgen17_uff_E=1135.65,-10.9,12.789,28.401
6LU7_idAAABgen17_uff_E=-2.90, -3.9, 0.000, 0.000
6LU7_idAAABgen17_uff_E=-2.90, -3.8,16.754,20.007
6LU7_idAAABgen17_uff_E=-2.90, -3.8, 0.915, 2.249
6LU7_idAAABgen17_uff_E=-2.90, -3.7, 0.590, 7.356
6LU7_idAAABgen17_uff_E=-2.90, -3.7,21.841,25.600
6LU7_idAAABgen17_uff_E=-2.90, -3.6, 2.654, 9.469
6LU7_idAAABgen17_uff_E=-2.90, -3.6,31.233,33.183
6LU7_idAAABgen17_uff_E=-2.90, -3.5,28.826,31.099
6LU7_idAAABgen17_uff_E=-2.90, -3.5, 3.166, 6.242
6LU7_idAAACgen17_uff_E=11972.07, -2.4, 0.000, 0.000
6LU7_idAAACgen17_uff_E=11972.07, -2.3,26.261,40.153
6LU7_idAAACgen17_uff_E=11972.07, -2.3,19.469,38.983
6LU7_idAAACgen17_uff_E=11972.07, -2.3, 2.076, 2.076
6LU7_idAAACgen17_uff_E=11972.07, -2.3,21.260,24.470
6LU7_idAAACgen17_uff_E=11972.07, -2.2,22.801,27.559
6LU7_idAAACgen17_uff_E=11972.07, -2.2,24.523,43.110
6LU7_idAAACgen17_uff_E=11972.07, -2.2,20.473,26.722
6LU7_idAAACgen17_uff_E=11972.07, -2.2,18.620,33.798
6LU7_idAAACgen17_uff_E=45.53, -3.8, 0.000, 0.000
6LU7_idAAACgen17_uff_E=45.53, -3.8, 2.385, 2.992
6LU7_idAAACgen17_uff_E=45.53, -3.7,19.094,19.647
6LU7_idAAACgen17_uff_E=45.53, -3.7,18.769,19.439
6LU7_idAAACgen17_uff_E=45.53, -3.6,19.105,19.722
6LU7_idAAACgen17_uff_E=45.53, -3.6, 1.096, 2.365
6LU7_idAAACgen17_uff_E=45.53, -3.5, 2.351, 3.014
6LU7_idAAACgen17_uff_E=45.53, -3.4, 9.574,10.953
6LU7_idAAACgen17_uff_E=45.53, -3.4,30.036,31.113
6LU7_idAAADgen17_uff_E=2318.02,-10.2, 0.000, 0.000
6LU7_idAAADgen17_uff_E=2318.02, -9.7, 0.831, 2.283
6LU7_idAAADgen17_uff_E=2318.02, -9.5,24.330,26.998
6LU7_idAAADgen17_uff_E=2318.02, -9.3,25.150,29.433
6LU7_idAAADgen17_uff_E=2318.02, -9.3,29.585,32.267
6LU7_idAAADgen17_uff_E=2318.02, -9.2,20.253,24.162
6LU7_idAAADgen17_uff_E=2318.02, -9.0, 7.405,10.397
6LU7_idAAADgen17_uff_E=2318.02, -8.9,19.035,22.327
6LU7_idAAADgen17_uff_E=2318.02, -8.8,19.365,22.744
6LU7_idAAADgen17_uff_E=91.74, -3.8, 0.000, 0.000
