Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6LU7_idAAAAgen10_uff_E=407.75, -6.2, 0.000, 0.000
6LU7_idAAAAgen10_uff_E=407.75, -6.1,51.660,53.697
6LU7_idAAAAgen10_uff_E=407.75, -6.1,51.807,53.524
6LU7_idAAAAgen10_uff_E=407.75, -6.1,25.128,25.816
6LU7_idAAAAgen10_uff_E=407.75, -6.1, 2.321, 3.245
6LU7_idAAAAgen10_uff_E=407.75, -6.0,51.908,53.441
6LU7_idAAAAgen10_uff_E=407.75, -6.0,36.898,39.093
6LU7_idAAAAgen10_uff_E=407.75, -5.9,38.080,40.505
6LU7_idAAAAgen10_uff_E=407.75, -5.8,34.665,35.648
6LU7_idAAABgen10_uff_E=349.22, -6.2, 0.000, 0.000
6LU7_idAAABgen10_uff_E=349.22, -6.1, 1.012, 4.349
6LU7_idAAABgen10_uff_E=349.22, -5.5,23.853,25.243
6LU7_idAAABgen10_uff_E=349.22, -5.2,23.218,25.193
6LU7_idAAABgen10_uff_E=349.22, -5.2, 1.016, 1.897
6LU7_idAAABgen10_uff_E=349.22, -5.0, 3.388, 4.613
6LU7_idAAABgen10_uff_E=349.22, -5.0,18.734,20.178
6LU7_idAAABgen10_uff_E=349.22, -4.7,22.455,24.378
6LU7_idAAABgen10_uff_E=349.22, -4.5,25.919,26.898
6LU7_idAAACgen10_uff_E=104.97, -4.0, 0.000, 0.000
6LU7_idAAACgen10_uff_E=104.97, -3.7,19.369,19.803
6LU7_idAAACgen10_uff_E=104.97, -3.6,18.513,19.045
6LU7_idAAACgen10_uff_E=104.97, -3.4,30.172,31.235
6LU7_idAAACgen10_uff_E=104.97, -3.3,52.675,53.375
6LU7_idAAACgen10_uff_E=104.97, -3.3,29.659,30.760
6LU7_idAAACgen10_uff_E=104.97, -3.2,56.680,57.728
6LU7_idAAACgen10_uff_E=104.97, -3.2,18.195,18.593
6LU7_idAAACgen10_uff_E=104.97, -3.2,30.473,31.435
6LU7_idAAADgen10_uff_E=349.22, -6.3, 0.000, 0.000
6LU7_idAAADgen10_uff_E=349.22, -6.2, 0.995, 4.413
6LU7_idAAADgen10_uff_E=349.22, -5.8, 1.306, 1.956
6LU7_idAAADgen10_uff_E=349.22, -5.6,23.579,24.967
6LU7_idAAADgen10_uff_E=349.22, -5.4, 3.773, 6.300
6LU7_idAAADgen10_uff_E=349.22, -5.3, 3.826, 4.697
6LU7_idAAADgen10_uff_E=349.22, -5.3,22.987,24.950
6LU7_idAAADgen10_uff_E=349.22, -5.3, 2.184, 3.263
6LU7_idAAADgen10_uff_E=349.22, -5.2,31.742,32.985
6LU7_idAAAEgen10_uff_E=91.60, -3.3, 0.000, 0.000
6LU7_idAAAEgen10_uff_E=91.60, -3.3, 0.092, 1.723
6LU7_idAAAEgen10_uff_E=91.60, -3.2,18.364,18.718
6LU7_idAAAEgen10_uff_E=91.60, -3.2,18.315,18.696
6LU7_idAAAEgen10_uff_E=91.60, -3.0,11.631,12.715
6LU7_idAAAEgen10_uff_E=91.60, -3.0,30.139,31.055
6LU7_idAAAEgen10_uff_E=91.60, -3.0,30.033,30.900
6LU7_idAAAEgen10_uff_E=91.60, -2.8,55.863,56.599
6LU7_idAAAEgen10_uff_E=91.60, -2.8,55.454,56.001
6LU7_idAAAFgen10_uff_E=370.19, -5.8, 0.000, 0.000
6LU7_idAAAFgen10_uff_E=370.19, -5.7, 2.390, 3.171
6LU7_idAAAFgen10_uff_E=370.19, -5.5,27.961,28.816
6LU7_idAAAFgen10_uff_E=370.19, -5.5,20.517,21.701
6LU7_idAAAFgen10_uff_E=370.19, -5.4,23.806,25.412
6LU7_idAAAFgen10_uff_E=370.19, -5.4, 9.453,10.407
6LU7_idAAAFgen10_uff_E=370.19, -5.4, 2.097, 2.444
6LU7_idAAAFgen10_uff_E=370.19, -5.3, 3.518, 5.276
6LU7_idAAAFgen10_uff_E=370.19, -5.2,23.230,25.784
6LU7_idAAAGgen10_uff_E=45.35, -4.5, 0.000, 0.000
6LU7_idAAAGgen10_uff_E=45.35, -4.4, 1.985, 2.528
6LU7_idAAAGgen10_uff_E=45.35, -4.4,19.491,20.735
6LU7_idAAAGgen10_uff_E=45.35, -4.3, 2.635, 3.195
6LU7_idAAAGgen10_uff_E=45.35, -4.1,56.562,57.692
6LU7_idAAAGgen10_uff_E=45.35, -4.1,30.201,31.260
6LU7_idAAAGgen10_uff_E=45.35, -4.1,57.536,58.660
6LU7_idAAAGgen10_uff_E=45.35, -4.1, 2.406, 3.910
6LU7_idAAAGgen10_uff_E=45.35, -4.0,31.311,32.455
6LU7_idAAAHgen10_uff_E=281.02, -5.9, 0.000, 0.000
6LU7_idAAAHgen10_uff_E=281.02, -5.6,20.293,23.613
6LU7_idAAAHgen10_uff_E=281.02, -5.6,25.660,26.827
6LU7_idAAAHgen10_uff_E=281.02, -5.3,23.087,25.795
6LU7_idAAAHgen10_uff_E=281.02, -5.3, 2.012, 4.778
6LU7_idAAAHgen10_uff_E=281.02, -5.2,25.287,26.242
6LU7_idAAAHgen10_uff_E=281.02, -5.1,31.291,34.107
6LU7_idAAAHgen10_uff_E=281.02, -5.1,31.530,33.521
6LU7_idAAAHgen10_uff_E=281.02, -5.1,31.346,33.642
6LU7_idAAAIgen10_uff_E=951.90, -9.7, 0.000, 0.000
6LU7_idAAAIgen10_uff_E=951.90, -9.5, 1.908, 3.331
6LU7_idAAAIgen10_uff_E=951.90, -9.4,38.966,40.839
6LU7_idAAAIgen10_uff_E=951.90, -9.3,21.653,24.920
6LU7_idAAAIgen10_uff_E=951.90, -9.2,39.379,42.120
6LU7_idAAAIgen10_uff_E=951.90, -9.2, 2.729, 5.017
6LU7_idAAAIgen10_uff_E=951.90, -9.1, 5.587,12.105
6LU7_idAAAIgen10_uff_E=951.90, -9.1, 2.851,10.504
6LU7_idAAAIgen10_uff_E=951.90, -8.8, 2.285, 8.828
6LU7_idAAAJgen10_uff_E=396.61, -7.0, 0.000, 0.000
6LU7_idAAAJgen10_uff_E=396.61, -6.8, 2.674, 4.965
6LU7_idAAAJgen10_uff_E=396.61, -6.8,20.376,23.495
6LU7_idAAAJgen10_uff_E=396.61, -6.6, 2.180, 3.301
6LU7_idAAAJgen10_uff_E=396.61, -6.6,21.090,22.880
6LU7_idAAAJgen10_uff_E=396.61, -6.5,17.821,22.135
6LU7_idAAAJgen10_uff_E=396.61, -6.4, 2.429, 3.113
6LU7_idAAAJgen10_uff_E=396.61, -6.3, 2.545, 3.969
6LU7_idAAAJgen10_uff_E=396.61, -6.3, 4.321, 8.888
6LU7_idAAAKgen10_uff_E=2884.77,-11.1, 0.000, 0.000
6LU7_idAAAKgen10_uff_E=2884.77,-10.9,21.735,25.803
6LU7_idAAAKgen10_uff_E=2884.77,-10.8,23.114,27.574
6LU7_idAAAKgen10_uff_E=2884.77,-10.6, 2.984,10.561
6LU7_idAAAKgen10_uff_E=2884.77,-10.6,21.447,25.693
6LU7_idAAAKgen10_uff_E=2884.77,-10.6,22.887,27.334
6LU7_idAAAKgen10_uff_E=2884.77,-10.6, 2.173, 2.925
6LU7_idAAAKgen10_uff_E=2884.77,-10.4,21.920,25.859
6LU7_idAAAKgen10_uff_E=2884.77,-10.3,28.594,32.354
6LU7_idAAALgen10_uff_E=468.06, -7.4, 0.000, 0.000
6LU7_idAAALgen10_uff_E=468.06, -7.2, 1.841, 5.169
6LU7_idAAALgen10_uff_E=468.06, -7.2, 1.489, 4.970
6LU7_idAAALgen10_uff_E=468.06, -6.4,20.060,22.129
6LU7_idAAALgen10_uff_E=468.06, -6.4, 3.014, 3.991
6LU7_idAAALgen10_uff_E=468.06, -6.3,23.929,25.700
6LU7_idAAALgen10_uff_E=468.06, -6.3,19.924,22.127
6LU7_idAAALgen10_uff_E=468.06, -6.3,24.526,26.777
6LU7_idAAALgen10_uff_E=468.06, -6.3,20.624,22.610
6LU7_idAAAMgen10_uff_E=73.97, -6.2, 0.000, 0.000
6LU7_idAAAMgen10_uff_E=73.97, -5.9,26.535,27.742
6LU7_idAAAMgen10_uff_E=73.97, -5.9,26.512,27.901
6LU7_idAAAMgen10_uff_E=73.97, -5.7,38.794,41.702
6LU7_idAAAMgen10_uff_E=73.97, -5.6,27.142,28.082
6LU7_idAAAMgen10_uff_E=73.97, -5.3,31.995,34.184
6LU7_idAAAMgen10_uff_E=73.97, -5.2,35.391,36.438
6LU7_idAAAMgen10_uff_E=73.97, -5.2,42.758,45.625
6LU7_idAAAMgen10_uff_E=73.97, -5.1,19.404,20.916
6LU7_idAAANgen10_uff_E=445.97, -7.8, 0.000, 0.000
6LU7_idAAANgen10_uff_E=445.97, -7.4, 1.711, 5.044
6LU7_idAAANgen10_uff_E=445.97, -7.1,20.542,22.528
6LU7_idAAANgen10_uff_E=445.97, -6.5, 2.416, 6.151
6LU7_idAAANgen10_uff_E=445.97, -6.5,24.136,26.365
6LU7_idAAANgen10_uff_E=445.97, -6.4,32.638,34.301
6LU7_idAAANgen10_uff_E=445.97, -6.3,24.410,26.158
6LU7_idAAANgen10_uff_E=445.97, -6.3,18.843,21.126
6LU7_idAAANgen10_uff_E=445.97, -6.1,19.590,21.644
6LU7_idAAAOgen10_uff_E=56.05, -4.8, 0.000, 0.000
6LU7_idAAAOgen10_uff_E=56.05, -4.6,36.867,37.490
6LU7_idAAAOgen10_uff_E=56.05, -4.6,18.762,19.014
6LU7_idAAAOgen10_uff_E=56.05, -4.6,18.683,18.910
6LU7_idAAAOgen10_uff_E=56.05, -4.6,36.853,37.382
6LU7_idAAAOgen10_uff_E=56.05, -4.6,21.497,22.722
6LU7_idAAAOgen10_uff_E=56.05, -4.6,26.050,27.155
6LU7_idAAAOgen10_uff_E=56.05, -4.5, 3.131, 3.803
6LU7_idAAAOgen10_uff_E=56.05, -4.5,22.998,24.072
6LU7_idAAAPgen10_uff_E=468.06, -7.4, 0.000, 0.000
6LU7_idAAAPgen10_uff_E=468.06, -7.2, 1.845, 5.171
6LU7_idAAAPgen10_uff_E=468.06, -7.2, 1.229, 1.506
6LU7_idAAAPgen10_uff_E=468.06, -6.4, 2.930, 3.823
6LU7_idAAAPgen10_uff_E=468.06, -6.4,20.066,22.135
6LU7_idAAAPgen10_uff_E=468.06, -6.3,23.945,25.738
6LU7_idAAAPgen10_uff_E=468.06, -6.2,20.867,22.881
6LU7_idAAAPgen10_uff_E=468.06, -6.2, 2.071, 4.868
6LU7_idAAAPgen10_uff_E=468.06, -6.1,24.066,26.321
6LU7_idAAAQgen10_uff_E=191.69, -4.1, 0.000, 0.000
6LU7_idAAAQgen10_uff_E=191.69, -4.1,17.435,17.953
6LU7_idAAAQgen10_uff_E=191.69, -3.8, 1.549, 2.494
6LU7_idAAAQgen10_uff_E=191.69, -3.8,17.668,18.098
6LU7_idAAAQgen10_uff_E=191.69, -3.8,18.014,18.536
6LU7_idAAAQgen10_uff_E=191.69, -3.8,19.304,20.533
6LU7_idAAAQgen10_uff_E=191.69, -3.6,33.628,34.832
6LU7_idAAAQgen10_uff_E=191.69, -3.6,18.415,18.916
6LU7_idAAAQgen10_uff_E=191.69, -3.6,11.562,12.086
6LU7_idAAARgen10_uff_E=468.06, -7.4, 0.000, 0.000
6LU7_idAAARgen10_uff_E=468.06, -7.2, 1.847, 5.169
6LU7_idAAARgen10_uff_E=468.06, -6.8, 2.038, 2.847
6LU7_idAAARgen10_uff_E=468.06, -6.7, 2.063, 4.799
6LU7_idAAARgen10_uff_E=468.06, -6.4,20.079,22.150
6LU7_idAAARgen10_uff_E=468.06, -6.3,23.952,25.745
6LU7_idAAARgen10_uff_E=468.06, -6.3,19.938,22.140
6LU7_idAAARgen10_uff_E=468.06, -6.2,24.475,26.708
6LU7_idAAARgen10_uff_E=468.06, -6.1,20.354,22.558
6LU7_idAAASgen10_uff_E=1296.15, -9.4, 0.000, 0.000
6LU7_idAAASgen10_uff_E=1296.15, -9.2, 7.753,12.432
6LU7_idAAASgen10_uff_E=1296.15, -9.1, 6.139, 9.800
6LU7_idAAASgen10_uff_E=1296.15, -9.1,32.927,36.953
6LU7_idAAASgen10_uff_E=1296.15, -9.1, 3.808,12.940
6LU7_idAAASgen10_uff_E=1296.15, -8.9,21.358,26.806
6LU7_idAAASgen10_uff_E=1296.15, -8.9, 7.208,12.217
6LU7_idAAASgen10_uff_E=1296.15, -8.7, 5.794,13.358
6LU7_idAAASgen10_uff_E=1296.15, -8.7, 4.733, 6.637
6LU7_idAAATgen10_uff_E=1463.68, -8.2, 0.000, 0.000
6LU7_idAAATgen10_uff_E=1463.68, -8.0,22.715,24.591
6LU7_idAAATgen10_uff_E=1463.68, -7.9,23.459,27.286
6LU7_idAAATgen10_uff_E=1463.68, -7.9, 2.696, 3.972
6LU7_idAAATgen10_uff_E=1463.68, -7.8,22.007,25.463
6LU7_idAAATgen10_uff_E=1463.68, -7.7, 3.158, 8.242
6LU7_idAAATgen10_uff_E=1463.68, -7.4, 1.946, 4.040
6LU7_idAAATgen10_uff_E=1463.68, -7.3, 2.232, 5.246
6LU7_idAAATgen10_uff_E=1463.68, -7.3, 2.737, 6.226
6LU7_idAAAUgen10_uff_E=161.90, -3.9, 0.000, 0.000
6LU7_idAAAUgen10_uff_E=161.90, -3.6,19.355,19.862
6LU7_idAAAUgen10_uff_E=161.90, -3.5, 2.532, 3.116
6LU7_idAAAUgen10_uff_E=161.90, -3.5,18.601,19.140
6LU7_idAAAUgen10_uff_E=161.90, -3.4,30.743,31.801
6LU7_idAAAUgen10_uff_E=161.90, -3.2,19.201,19.675
6LU7_idAAAUgen10_uff_E=161.90, -3.2,18.426,19.619
6LU7_idAAAUgen10_uff_E=161.90, -3.1,52.963,53.666
6LU7_idAAAUgen10_uff_E=161.90, -3.1,51.659,52.345
6LU7_idAAAVgen10_uff_E=161.76, -4.2, 0.000, 0.000
6LU7_idAAAVgen10_uff_E=161.76, -4.2,17.878,18.196
6LU7_idAAAVgen10_uff_E=161.76, -4.1, 1.747, 3.618
6LU7_idAAAVgen10_uff_E=161.76, -4.1,20.371,21.692
6LU7_idAAAVgen10_uff_E=161.76, -4.1,19.883,21.070
6LU7_idAAAVgen10_uff_E=161.76, -4.1, 0.627, 3.032
6LU7_idAAAVgen10_uff_E=161.76, -4.1,19.980,21.367
6LU7_idAAAVgen10_uff_E=161.76, -4.0,18.566,18.856
6LU7_idAAAVgen10_uff_E=161.76, -4.0,18.167,18.282
6LU7_idAAAWgen10_uff_E=291.32, -6.7, 0.000, 0.000
6LU7_idAAAWgen10_uff_E=291.32, -6.2,24.863,25.946
6LU7_idAAAWgen10_uff_E=291.32, -6.1,24.113,25.205
6LU7_idAAAWgen10_uff_E=291.32, -6.1, 1.184, 4.722
6LU7_idAAAWgen10_uff_E=291.32, -6.0,25.803,26.954
6LU7_idAAAWgen10_uff_E=291.32, -6.0,32.288,33.593
6LU7_idAAAWgen10_uff_E=291.32, -5.9,26.418,27.509
6LU7_idAAAWgen10_uff_E=291.32, -5.7,16.946,18.127
6LU7_idAAAWgen10_uff_E=291.32, -5.7,24.220,25.349
6LU7_idAAAXgen10_uff_E=1056.69, -8.9, 0.000, 0.000
6LU7_idAAAXgen10_uff_E=1056.69, -8.8, 4.890, 6.899
6LU7_idAAAXgen10_uff_E=1056.69, -8.7, 4.692, 6.935
6LU7_idAAAXgen10_uff_E=1056.69, -8.7,22.365,25.652
6LU7_idAAAXgen10_uff_E=1056.69, -8.6, 3.429, 7.426
6LU7_idAAAXgen10_uff_E=1056.69, -8.5, 4.732, 9.184
6LU7_idAAAXgen10_uff_E=1056.69, -8.3, 2.368, 6.195
6LU7_idAAAXgen10_uff_E=1056.69, -8.3,38.147,41.114
6LU7_idAAAXgen10_uff_E=1056.69, -8.3, 4.274, 7.843
6LU7_idAAAYgen10_uff_E=2012.56,-11.4, 0.000, 0.000
6LU7_idAAAYgen10_uff_E=2012.56,-10.8, 3.941, 6.309
6LU7_idAAAYgen10_uff_E=2012.56,-10.4, 2.945, 5.056
6LU7_idAAAYgen10_uff_E=2012.56,-10.3, 4.157, 9.408
6LU7_idAAAYgen10_uff_E=2012.56,-10.2, 1.963, 3.526
6LU7_idAAAYgen10_uff_E=2012.56, -9.8,22.667,26.643
6LU7_idAAAYgen10_uff_E=2012.56, -9.8,22.167,26.890
6LU7_idAAAYgen10_uff_E=2012.56, -9.8,22.179,25.199
6LU7_idAAAYgen10_uff_E=2012.56, -9.8, 4.337, 8.308
6LU7_idAAAZgen10_uff_E=967.06, -8.7, 0.000, 0.000
6LU7_idAAAZgen10_uff_E=967.06, -8.5, 6.040, 7.781
6LU7_idAAAZgen10_uff_E=967.06, -8.3,38.255,41.754
6LU7_idAAAZgen10_uff_E=967.06, -8.0,35.607,38.726
6LU7_idAAAZgen10_uff_E=967.06, -7.9,39.599,42.031
6LU7_idAAAZgen10_uff_E=967.06, -7.9,38.812,42.272
6LU7_idAAAZgen10_uff_E=967.06, -7.8,35.055,38.544
6LU7_idAAAZgen10_uff_E=967.06, -7.7,38.743,41.792
6LU7_idAAAZgen10_uff_E=967.06, -7.6,39.926,42.248
6LU7_idAABAgen10_uff_E=477.45, -7.6, 0.000, 0.000
6LU7_idAABAgen10_uff_E=477.45, -6.9,20.709,22.202
6LU7_idAABAgen10_uff_E=477.45, -6.6,24.133,25.920
6LU7_idAABAgen10_uff_E=477.45, -6.5,26.648,27.442
6LU7_idAABAgen10_uff_E=477.45, -6.5,19.664,21.836
6LU7_idAABAgen10_uff_E=477.45, -6.2,20.101,22.060
6LU7_idAABAgen10_uff_E=477.45, -6.2,25.064,26.032
6LU7_idAABAgen10_uff_E=477.45, -6.1, 3.773, 4.788
6LU7_idAABAgen10_uff_E=477.45, -6.0,24.528,26.764
6LU7_idAABBgen10_uff_E=763.96, -8.3, 0.000, 0.000
6LU7_idAABBgen10_uff_E=763.96, -7.9, 0.884, 1.042
6LU7_idAABBgen10_uff_E=763.96, -7.4,20.715,23.141
6LU7_idAABBgen10_uff_E=763.96, -7.2,20.727,23.301
6LU7_idAABBgen10_uff_E=763.96, -7.0, 2.169, 3.910
6LU7_idAABBgen10_uff_E=763.96, -6.9,15.931,19.059
6LU7_idAABBgen10_uff_E=763.96, -6.8, 1.730, 2.516
6LU7_idAABBgen10_uff_E=763.96, -6.7,16.381,18.312
6LU7_idAABBgen10_uff_E=763.96, -6.7, 3.103, 4.067
6LU7_idAABCgen10_uff_E=1551.41, -9.0, 0.000, 0.000
6LU7_idAABCgen10_uff_E=1551.41, -8.9,21.223,25.352
6LU7_idAABCgen10_uff_E=1551.41, -8.6,21.718,25.840
6LU7_idAABCgen10_uff_E=1551.41, -8.4, 2.117, 2.757
6LU7_idAABCgen10_uff_E=1551.41, -8.4, 2.700, 3.564
6LU7_idAABCgen10_uff_E=1551.41, -8.3,22.556,26.143
6LU7_idAABCgen10_uff_E=1551.41, -8.2, 3.743, 8.809
6LU7_idAABCgen10_uff_E=1551.41, -8.1,21.683,25.959
6LU7_idAABCgen10_uff_E=1551.41, -8.1,23.907,29.275
6LU7_idAABDgen10_uff_E=389.07, -7.1, 0.000, 0.000
6LU7_idAABDgen10_uff_E=389.07, -7.0,19.635,22.385
6LU7_idAABDgen10_uff_E=389.07, -7.0, 5.068, 7.333
6LU7_idAABDgen10_uff_E=389.07, -6.9,21.763,25.211
6LU7_idAABDgen10_uff_E=389.07, -6.8,23.548,26.296
6LU7_idAABDgen10_uff_E=389.07, -6.7,22.396,25.162
6LU7_idAABDgen10_uff_E=389.07, -6.7,32.526,33.908
6LU7_idAABDgen10_uff_E=389.07, -6.6, 4.882, 7.152
6LU7_idAABDgen10_uff_E=389.07, -6.6,20.212,22.635
6LU7_idAABEgen10_uff_E=255.78, -5.7, 0.000, 0.000
6LU7_idAABEgen10_uff_E=255.78, -5.7, 2.175, 5.425
6LU7_idAABEgen10_uff_E=255.78, -5.7,22.288,25.029
6LU7_idAABEgen10_uff_E=255.78, -5.6,22.263,25.805
6LU7_idAABEgen10_uff_E=255.78, -5.5,20.179,22.775
6LU7_idAABEgen10_uff_E=255.78, -5.5, 3.118, 5.030
6LU7_idAABEgen10_uff_E=255.78, -5.5, 9.693,11.614
6LU7_idAABEgen10_uff_E=255.78, -5.5,25.544,27.092
6LU7_idAABEgen10_uff_E=255.78, -5.5,20.092,22.265
6LU7_idAABFgen10_uff_E=351.53, -6.5, 0.000, 0.000
6LU7_idAABFgen10_uff_E=351.53, -6.0,20.182,22.155
6LU7_idAABFgen10_uff_E=351.53, -5.7,19.390,22.126
6LU7_idAABFgen10_uff_E=351.53, -5.5,18.572,22.226
6LU7_idAABFgen10_uff_E=351.53, -5.5,19.515,22.366
6LU7_idAABFgen10_uff_E=351.53, -5.3,22.939,26.215
6LU7_idAABFgen10_uff_E=351.53, -5.3,17.748,21.598
6LU7_idAABFgen10_uff_E=351.53, -5.3, 2.878, 3.572
6LU7_idAABFgen10_uff_E=351.53, -5.3, 4.849, 6.843
6LU7_idAABGgen10_uff_E=232.61, -6.2, 0.000, 0.000
6LU7_idAABGgen10_uff_E=232.61, -6.1,19.695,21.834
6LU7_idAABGgen10_uff_E=232.61, -5.7, 1.614, 2.123
6LU7_idAABGgen10_uff_E=232.61, -5.7,22.065,23.137
6LU7_idAABGgen10_uff_E=232.61, -5.7,15.507,17.069
6LU7_idAABGgen10_uff_E=232.61, -5.6,20.435,23.572
6LU7_idAABGgen10_uff_E=232.61, -5.5,48.728,50.730
6LU7_idAABGgen10_uff_E=232.61, -5.5, 3.603, 5.081
6LU7_idAABGgen10_uff_E=232.61, -5.4, 2.646, 6.335
6LU7_idAABHgen10_uff_E=97.87, -3.9, 0.000, 0.000
6LU7_idAABHgen10_uff_E=97.87, -3.9, 1.957, 2.848
6LU7_idAABHgen10_uff_E=97.87, -3.8,28.934,29.709
6LU7_idAABHgen10_uff_E=97.87, -3.8, 2.001, 2.532
6LU7_idAABHgen10_uff_E=97.87, -3.6,17.837,18.217
6LU7_idAABHgen10_uff_E=97.87, -3.6,55.611,56.280
6LU7_idAABHgen10_uff_E=97.87, -3.6,29.286,30.095
6LU7_idAABHgen10_uff_E=97.87, -3.5,18.642,18.935
6LU7_idAABHgen10_uff_E=97.87, -3.4,18.338,18.656
6LU7_idAABIgen10_uff_E=292.21, -5.6, 0.000, 0.000
6LU7_idAABIgen10_uff_E=292.21, -5.6, 1.707, 2.452
6LU7_idAABIgen10_uff_E=292.21, -5.4,35.777,36.996
6LU7_idAABIgen10_uff_E=292.21, -5.3,39.006,42.557
6LU7_idAABIgen10_uff_E=292.21, -5.2, 1.465, 2.175
6LU7_idAABIgen10_uff_E=292.21, -5.1,27.739,28.970
6LU7_idAABIgen10_uff_E=292.21, -5.1,22.501,25.548
6LU7_idAABIgen10_uff_E=292.21, -5.0,22.521,25.293
6LU7_idAABIgen10_uff_E=292.21, -5.0,35.636,38.791
6LU7_idAABJgen10_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAABJgen10_uff_E=46.64, -4.2,29.319,30.350
6LU7_idAABJgen10_uff_E=46.64, -4.1, 2.176, 3.373
6LU7_idAABJgen10_uff_E=46.64, -4.1,18.215,18.733
6LU7_idAABJgen10_uff_E=46.64, -4.1,29.474,30.436
6LU7_idAABJgen10_uff_E=46.64, -4.0,18.584,19.025
6LU7_idAABJgen10_uff_E=46.64, -4.0,18.732,19.189
6LU7_idAABJgen10_uff_E=46.64, -4.0, 2.093, 2.833
6LU7_idAABJgen10_uff_E=46.64, -3.9,18.655,19.125
6LU7_idAABKgen10_uff_E=1226.24, -8.4, 0.000, 0.000
6LU7_idAABKgen10_uff_E=1226.24, -8.1,35.405,37.529
6LU7_idAABKgen10_uff_E=1226.24, -7.9,39.882,41.958
6LU7_idAABKgen10_uff_E=1226.24, -7.8,35.137,37.191
6LU7_idAABKgen10_uff_E=1226.24, -7.5,40.215,42.314
6LU7_idAABKgen10_uff_E=1226.24, -7.4,38.188,40.337
6LU7_idAABKgen10_uff_E=1226.24, -7.4, 2.527, 7.412
6LU7_idAABKgen10_uff_E=1226.24, -7.4,38.527,40.626
6LU7_idAABKgen10_uff_E=1226.24, -7.3,34.830,36.670
6LU7_idAABLgen10_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAABLgen10_uff_E=46.64, -4.2,29.387,30.373
6LU7_idAABLgen10_uff_E=46.64, -4.1, 2.176, 2.836
6LU7_idAABLgen10_uff_E=46.64, -4.1,18.189,18.623
6LU7_idAABLgen10_uff_E=46.64, -4.0,18.587,19.064
6LU7_idAABLgen10_uff_E=46.64, -4.0,18.732,19.189
6LU7_idAABLgen10_uff_E=46.64, -3.9,18.649,19.119
6LU7_idAABLgen10_uff_E=46.64, -3.9,55.868,56.717
6LU7_idAABLgen10_uff_E=46.64, -3.6,51.023,51.640
6LU7_idAABMgen10_uff_E=807.88, -8.1, 0.000, 0.000
6LU7_idAABMgen10_uff_E=807.88, -8.1, 5.028,11.165
6LU7_idAABMgen10_uff_E=807.88, -8.1,19.797,23.700
6LU7_idAABMgen10_uff_E=807.88, -8.0,23.277,25.379
6LU7_idAABMgen10_uff_E=807.88, -7.9,17.324,21.020
6LU7_idAABMgen10_uff_E=807.88, -7.9,14.507,17.477
6LU7_idAABMgen10_uff_E=807.88, -7.8,15.059,18.511
6LU7_idAABMgen10_uff_E=807.88, -7.8,23.451,26.103
6LU7_idAABMgen10_uff_E=807.88, -7.8, 3.091, 8.955
6LU7_idAABNgen10_uff_E=46.64, -4.2, 0.000, 0.000
6LU7_idAABNgen10_uff_E=46.64, -4.2,29.388,30.374
6LU7_idAABNgen10_uff_E=46.64, -4.1, 2.172, 3.366
