id,gen,smile,source,weight,logp,score
ABPG,6,CC1=CC=C(C(=O)Nc2ncnn2C2=CC=C(c3nnc(NC(=O)CC4=CC=C4C(=O)Nc4ccccc4)cc3-c3ccccc3)C2=O)c2ccccc2-c2ccc(C)c(=O)n2C1=O,LSTM,845.8760000000001,6.8353200000000065,-12.5
AALA,6,CC1=CC=C2CCc3ccc4ccc(ccccc(-c5ccccc5)c5[nH]c(=O)c(cc1cc1cccc-1c(=O)[nH]3)=CC=C(C=CC(c1ccccc1)=CC=5)n1nnnc12)[nH]c4=O,LSTM,823.957,8.100400000000011,-12.3
ABYI,6,CC1=CC=C(C(=O)Nc2nnnn2C2=CC=C(C3=CC=C(C(=O)NC(=O)c4ccc(-c5ccccc5)cc4-c4ccccc4)C3=O)Cc3ccc(-c4ccccc4)cc2c3=O)C1=O,LSTM,826.8690000000001,7.192000000000007,-12.2
ACAF,6,Cc1ccc2ccc3ccc(C(=O)Nc4ccccc4)ccc([nH]c2=O)c2nnnnc(c4ccc(c(=O)[nH]c(=O)c5cc5cc(cc1)c1nnnn31)CC4C)c2=O,LSTM,769.7819999999998,4.569820000000003,-12.2
ACDU,6,Cc1ccc(C(=O)Nc2nnnn2C2=CC=C(c3ccc(C)c(=O)[nH]3)c3ccc(c4ccccc4c3=O)-c3ccccc3-c3ccc(C(=O)Nc4ccccc4)cc2c3=O)cc1,LSTM,813.8740000000003,8.024940000000006,-12.1
AARG,6,CC(C)(C)C(=O)Nc1ccc(C(=O)Nc2nnnn2C2=CC=C(C(=O)NC(=O)c3ccc4ccc5cccccc4nnnn35)C2=O)[nH]c1=O,LSTM,674.638,1.6201999999999994,-11.9
AARY,3,CC1=CC=C(C2=CC=C(CNC(=O)c3ccccc3-c3ccccc3-c3ccccc3)C(=O)NC(=O)NC(=O)CCCC2=O)NC(=O)C2CCCCC2C=C1,LSTM,736.8689999999997,7.031200000000007,-11.8
ABDF,6,Cc1ccc(C(=O)Nc2nnnn2-c2cnnn2-c2ccc(-c3ccnnc3-c3nnnn3C3=CC=C(c4ccccc4)CC3)c(=O)[nH]2)cc1,LSTM,663.6660000000002,3.320820000000001,-11.8
AAUV,6,CC1=CC=C(c2nnnn2C2=C(C)C(=O)N2c2ccccc2C2=CC=C(C(=O)O)C(C)=CC=C2C2=CC=C(C(=O)NC(=O)C3=CC=C(c4ccccc4)C3=O)C2=O)NC(=O)N1,LSTM,812.7990000000002,4.417600000000002,-11.8
ACHH,4,CC1=CC=C(c2nnnn2C2=CC=C(c3nnnn3-c3ccccc3)C2=O)C2=CC=CC=CC=C2CCC1,LSTM,500.5660000000003,4.648400000000004,-11.5
ABDI,3,CC(=O)NC(=O)CC1=CC=C2C=C(NC(=O)NC3=CC=C(c4ccccc4-c4ccccc4)CC3=CC=C3CCC=CC=C31)N(C(=O)Nc1ccccccccc1)NC2=O,LSTM,808.9390000000001,8.916900000000004,-11.5
ABHU,6,CC1=CC=C(c2cc(C(=O)Nc3ncnn3-c3nnnn3-c3ccc(-c4ccccc4)cc3-c3ccccc3)ccc2-n2nnnc2NC(=O)c2ccc(C)c(=O)[nH]2)C1=O,LSTM,794.7959999999998,4.966420000000005,-11.5
AAUW,3,Cc1ccc(NC2=CC=C3CCN=C4C(=O)C5CCC(C)CC5=CC=CC=C4C(CC3)c3ccccc3-c3ccccc3C=CC=CC=CC=CC=C2)c(=O)[nH]1,LSTM,737.9880000000003,11.660719999999987,-11.4
