id,gen,smile,source,weight,logp,score
ABZJ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2c2ccccc21,generated,1312.2349999999994,32.33350000000009,-16.0
ABOH,12,CC1C=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCC=CC=CC=C2c2ccccc21,generated,1286.3669999999984,34.13310000000007,-15.8
ABKL,10,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1264.1909999999996,31.48910000000009,-15.6
ABJD,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1384.3859999999993,34.32800000000005,-15.6
ACIQ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2c2ccccc2-c2ccccc21,generated,1290.2289999999991,32.44770000000009,-15.6
ABIN,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=C2c2ccccc2-c2ccccc21,generated,1394.4659999999985,35.850400000000036,-15.5
AANI,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1292.2449999999994,32.269300000000094,-15.5
AAXU,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1272.254999999999,32.385100000000094,-15.4
ABDZ,9,CC1CCC(C(=O)Nc2nnnn2-c2nnnnn2)c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,871.0210000000002,11.925899999999983,-15.3
AAZJ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=C2c2ccccc21,generated,1518.7779999999989,40.09279999999996,-15.3
AACR,7,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2CCC=CC=CC=CC=CC=CC=C21,generated,1204.0510000000004,29.624800000000075,-15.2
AAMB,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=CC=CC=CC=CC=C2c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,1314.2509999999988,33.22470000000009,-15.2
AAIR,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C12,generated,1324.5009999999988,35.85330000000004,-15.1
AAKQ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2c2ccccc21,generated,1518.8629999999994,41.13699999999994,-14.9
ABQM,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCC=CC=CC=CC=CC=C12,generated,1194.2259999999985,31.89440000000011,-14.8
ABEE,7,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CCC(=O)Nc2nnnnn2)c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,1242.0209999999988,26.957500000000056,-14.8
ACHL,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2c2ccccc21,generated,1356.3319999999992,33.72780000000006,-14.7
ACCJ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1107.9629999999997,28.151900000000058,-14.7
ABEG,11,C#CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=C2c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,1346.3369999999984,34.12410000000008,-14.7
AAKG,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=C2c2ccccc21,generated,1256.2969999999984,33.128900000000094,-14.6
AAPM,10,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCC=C12,generated,1076.0469999999984,29.279500000000088,-14.6
AAHU,10,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C2C=CC=CC=C2c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,1286.196999999999,32.5886000000001,-14.6
AAUJ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCC=CC=CC=C2c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,1278.2179999999985,32.7264000000001,-14.6
AADZ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C2c2ccccc21,generated,1470.733999999999,39.428399999999975,-14.6
ABEB,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2CCCCC=C2c2ccccc2-c2ccccc21,generated,1213.9610000000005,28.791400000000078,-14.6
AAWC,12,CC1C=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2c2ccccc21,generated,1276.2019999999993,31.835200000000096,-14.6
AAVG,12,CC1C=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C2C=CC=C21,generated,1108.0479999999984,29.473900000000075,-14.6
AATD,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=C2c2ccccc21,generated,1564.8909999999994,41.71109999999993,-14.5
AASS,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=C12,generated,1358.517999999999,36.12760000000004,-14.5
ACCU,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1236.2219999999988,31.8868000000001,-14.4
AAMH,7,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CCC(=O)Nc2nnnnn2)c2ccccc2-c2ccccc2-c2ccccc21,generated,1193.9769999999987,26.070700000000052,-14.4
ABEE,9,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=C2c2ccccc2-c2ccccc2-c2ccccc21,generated,1244.1159999999993,31.195900000000094,-14.4
ACFO,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1131.9849999999994,28.484100000000065,-14.4
AALO,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1316.3519999999985,33.779400000000074,-14.4
ABBK,8,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=C21,generated,1109.8090000000007,26.164200000000047,-14.4
AALU,11,C#CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C2C=CC=C21,generated,1134.0859999999984,29.701300000000085,-14.3
AAWO,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=CC=CC=CC=CC=CC=CC=CC=C2c2ccccc21,generated,1107.9629999999993,28.33190000000007,-14.3
AAZT,10,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=CC=C12,generated,1170.2039999999986,31.56220000000011,-14.3
AAIZ,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=C2C=CC=C2c2ccccc2-c2ccccc21,generated,1176.0819999999987,30.42490000000009,-14.3
AARW,9,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C2c2ccccc21,generated,1456.7069999999992,39.03829999999998,-14.3
AAKD,8,CC1CCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=C21,generated,1105.6920000000002,24.538300000000035,-14.3
ACCW,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=C2c2ccccc21,generated,1296.3619999999985,34.075200000000066,-14.2
ABJL,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=CC=C2c2ccccc2-c2ccccc21,generated,1224.2109999999984,32.12310000000011,-14.2
AAZJ,9,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=C2c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc2-c2ccccc21,generated,1155.8370000000004,27.674200000000077,-14.2
AACB,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C12,generated,1258.143,30.817100000000085,-14.2
ACIS,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=C21,generated,1113.8410000000008,26.61220000000005,-14.2
AAFD,6,CC1CCCCCC(C(=O)Nc2nnnn2-c2ccccc2-c2ccc(C#N)cc2)c2cccc(C=C3C4=CC=CC=CC3=CC=CC=C4)c21,generated,654.8180000000002,9.479079999999996,-14.2
AAJN,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C12,generated,1254.3659999999984,33.90280000000008,-14.2
ABJC,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2C=CC=C2c2ccccc21,generated,1164.155999999998,31.0702000000001,-14.2
ACFS,11,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2C=CC=C21,generated,1081.8400000000004,26.56190000000005,-14.2
ABPT,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C2C=CC=C21,generated,1124.0909999999983,30.08800000000009,-14.1
ABBJ,12,CC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2C=CC=C2c2ccccc2-c2ccccc2-c2ccccc21,generated,1162.0549999999987,30.11310000000009,-14.1
AAXW,8,CC1=CCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2CCCCCCCCCCCCCCCCCCCCCCCCCC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C2CCCC1,generated,1085.7869999999998,25.97610000000005,-14.1
