id,gen,smile,source,weight,logp,score
AAVX,0,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCC1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,746.9090000000001,4.9372000000000025,-10.1
ADCR,1,CC(C)(C)C1=CC=C(c2cccnn2)C(Nc2ccc(C3=CC=CC=CC=C3N=NNc3ncccn3)nc2)CCCCC2=CC=C(C=C1)CCCCCC=C2,LSTM,744.0039999999996,11.874099999999984,-10.1
AAVJ,0,O=C(Nc1ccc2c(c1)OCO2)C1CC2CCC(C1)N2CCCCn1ccc2ccc(O)cc21,generated,461.56200000000024,4.737500000000005,-9.9
ADHH,1,CCNC(=O)CC1C=CC=C(NC2=CC=CC(c3ccccc3)C=C2)Cc2ccc(C)cc2C=C=C2OCC=C(C)C=C2C=C1,LSTM,594.7990000000002,8.472020000000004,-9.5
AATX,1,O=C(NC1=CC=C(C2C=CCCCCC2)C=C2OCC=C2C=C1)Nc1ccc(-c2ccccc2)cc1,LSTM,476.62000000000006,7.832200000000007,-9.5
ACLQ,1,CC(=O)NC1=CC=C(NC(=O)Nc2ccccc2N2CCN(C(=O)c3ccccc3N)CC2)C(C)=C(c2ccccc2)CCc2ccccc21,LSTM,666.8260000000002,6.833700000000007,-9.4
AARC,0,NC(=O)C(Cc1ccc(OCc2ccccc2)cc1)CP(=O)(O)CC(Cc1ccccc1)C(=O)O,generated,495.5120000000002,4.123500000000003,-9.4
ABXV,1,CNC(=O)NC1=CC=C(C)C(=O)NNC(=O)C2CCCCC=C2CCN1CC(=O)Nc1ccccc1O,LSTM,510.59500000000037,2.0170999999999997,-9.1
ABII,1,N#CC1C=CC=CC=C2C=CN=NC(CCCOC(N=C3OCC=C3C3CCCCC3)=CC1)CN(CCc1ccccc1)CC2,LSTM,605.8270000000003,8.425180000000006,-9.1
ACLK,1,CC(C)C(=O)NC1=CC=C(NC2=CC=C(c3ccccc3)c3ccccc3C=C2)CCC=CC=CC1=O,LSTM,488.63100000000026,6.633900000000005,-9.0
ABHY,0,N#Cc1cccc(NP(=O)(OCC(CO)Cc2ccc(F)c(F)c2)c2ccccc2)c1,generated,442.40200000000004,4.634780000000003,-9.0
ACPP,1,NC1=NC2NC3=CC=C(c4nnc(-c5ccccc5)nn4)NCC3=CC=C(Cl)C=CC2=COCCC1,LSTM,500.9940000000003,3.3477000000000023,-9.0
ABRN,0,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNNC(=O)C(Cc1ccccc1)OC(=O)c1ccccc1,generated,547.6520000000003,3.5724000000000027,-8.9
ADHJ,1,CC(C)C(=O)NC1=CC=C(NC2=CC=C(CC3=Cc4ccccc4C3=O)OC2=CC=NOC2NCC=C(Br)C=C2F)C2=C[SH]=CC=C2C=C1,LSTM,741.6830000000002,7.193200000000007,-8.8
ADLB,1,CC(=O)NC(=O)Cc1ccccc1C=CC1=CC=C(N2CCOCC2)C(C)=CC=C1,LSTM,404.5100000000003,3.563600000000002,-8.8
ACQQ,1,CC(=O)Nc1ccc(Nc2ccc(-c3ccccc3)cc2)c2ccccc2cccc1O,LSTM,420.5120000000001,7.0388000000000055,-8.8
AANZ,0,O=C(C=Cc1ccc(CNCc2ccc(Cl)cc2)cc1)N(Cc1ccccc1)Cc1ccc(Br)cc1,generated,559.9350000000002,7.634500000000006,-8.8
ACCV,1,CC(C)(C)NC(=O)NC1=CC=C(Nc2ccccn2)C(=O)OC(C(=O)O)=NC(C2CCCCC2)C=C1,LSTM,495.58000000000044,3.9040000000000026,-8.8
ABSX,1,CC(C)(C)NC(=O)NC1=CC=C(C=CC=C2CNC=C2O)C=CC2=CC=C(Cc3ccccc3)C2=C1,LSTM,479.62400000000025,5.984900000000005,-8.8
ABNH,1,Cc1ccccc1CC(=O)NN1CCN(CC(=O)N(C)C)CCC2=CC=CC(=Nc3ccccc31)C(=O)N2,LSTM,514.6300000000003,2.5116200000000006,-8.7
ABZS,1,CN(C)C1=CC=C(Nc2ncccc2-c2ccccc2)c2nnc(-c3ccccc3)cc2C=C1,LSTM,443.55400000000014,6.130900000000005,-8.7
ABFZ,0,O=C(OC(Cc1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1,generated,412.91600000000005,6.683300000000005,-8.7
ABTB,1,Cc1ccc(CN2C(=O)Nc3ccccc3C2=CC=CC=C2C=CCC2)cc1,LSTM,368.4800000000002,6.216220000000004,-8.7
ACFO,1,CN(C)c1ccccc1-c1ccccccccccc(-c2ccccc2)cc1,LSTM,377.53100000000006,7.335400000000006,-8.6
ABTU,1,Cc1ccc(C(=O)Oc2ccc(C(F)(F)F)cc2NCC(C)(C)C=C2C=CC=CC=C2O)nc1,LSTM,470.49100000000016,6.560420000000005,-8.6
AAIM,0,O=C(Nc1ccc(-c2cccc(C(F)(F)F)c2)cc1)n1ccc(=O)c(=O)[nH]c1=O,generated,403.3160000000001,2.6628000000000007,-8.6
AAAN,0,CC1CCC(NC(=O)c2ccc(CNC(=O)c3cc(C(C)(C)C)cc(C(F)(F)F)c3)cc2)CC1,generated,474.56700000000023,6.241400000000007,-8.6
ABMO,0,CC(C)(C)c1ccccc1N1CCN(c2ccc(N3CCN(CC(=O)N4CCCCCC4)CC3)c(Nc3ccccc3)c2)CC1,generated,608.8750000000005,6.578900000000007,-8.6
ABJQ,1,CC(C)N(C)C(=O)C1=CC=C(F)C(Nc2ccc(NCc3ccccc3)cn2)CN2CCOC(=CC=C1)C2=CN=C(c1ccccc1)N1CCNCC1,LSTM,716.9059999999998,6.1001000000000065,-8.5
ABTF,1,O=C(NC1=CC=C(NCc2ccc(Cl)cc2)CN2CCC(C=C1)C2=O)Nc1ccccc1,LSTM,448.9540000000002,4.437400000000004,-8.5
AAAE,0,NC(=O)c1ccc(NC(=O)C(CC(=O)O)NC(=O)c2cc(-c3ccccc3)ccc2Cl)nn1,generated,467.86900000000014,2.107699999999999,-8.5
ACZI,1,Cc1ccc(C(=O)NN2C=CCNC2=O)cc1N=C1C=CC=CCCC(C(=O)NC2=CC=CCC2)=CCN1,LSTM,512.6140000000004,3.9810200000000027,-8.5
AAWR,0,CC(C)N(Cc1ccc(C(N)=O)cc1)Cc1cccc2ccccc12,generated,332.44700000000006,4.349300000000003,-8.5
AAPH,0,CN(C)c1cncc(C2CC3CCC(C2)N3CC(O)CNC2CCN(C(=O)OC(C)(C)C)CC2)n1,generated,488.6770000000003,2.6030000000000006,-8.5
ABNJ,1,CC(C)CNC(=O)NC1=CC=C(Nc2ccccc2O)CCCc2ccccc2C=C1,LSTM,417.5530000000002,5.576800000000006,-8.4
ABPQ,0,Cc1cccc(NS(=O)(=O)c2c(CNc3ccc(C(=O)N(C)C)cc3)cc(C)nc2C)c1,generated,452.5800000000002,4.121560000000003,-8.4
ABPO,1,CN=C1NCCN1C(=O)CN(C)C(=O)C1CC=C(NC(=O)CC=C(C)C)NC(=O)Nc2ccccc2C=C1N,LSTM,536.6370000000002,1.317500000000003,-8.4
ABZK,1,CN(Cc1ccc(-c2ccccccccc2)cc1-c1noc2ccccc2c1=NO)NC(C)(C)C,LSTM,480.61200000000025,6.311000000000007,-8.4
ABQT,0,CN(C)C(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,358.48500000000007,4.518300000000004,-8.4
ACYA,1,Cc1ccc(C(CC(=O)Nc2ccc(NC(=O)NC3CCCCC3)cc2)NC(=O)NCCC(C)C)c(N)c1,LSTM,522.6940000000005,5.446620000000004,-8.3
ACJY,1,N#CC1CCC=C(Nc2ccc(Cl)cc2)OCCOCCNC(=O)NC2CCCCC1C2,LSTM,461.00600000000037,4.808180000000004,-8.3
ABHQ,1,CCN(CC)CCN=C(C)C1CCC(C2=CC=C(c3ccc(C#N)cc3)CN2)CC=CC=CC=C2C=C(C)C=C21,LSTM,532.7760000000003,7.572880000000009,-8.3
ACCN,1,CC(C)(C)CCCC(=O)NC1=CC=C(NN=C2CCCCCC2)CN2CCCCC2C=NN=C1CCc1ccccc1O,LSTM,588.8410000000007,7.019900000000009,-8.3
ACLV,1,CN(CC=CC(=O)NC1CCCCCC=NN=C2C1=Cc1ccc2c2ccccc12)Nc1ccccc1O,LSTM,507.63800000000015,5.681300000000006,-8.2
ABAQ,1,CC(=O)Nc1ccc2ccnc(cc1)C(=O)OC1=CC=CCC1C=C2,LSTM,334.37500000000006,3.8080000000000025,-8.2
ADBD,1,CC(C)(C)C(=O)NC1=CC=CC(Nc2ccccc2)CC=C2CCCCC2=CC=C1,LSTM,402.58200000000033,6.456200000000006,-8.2
ABDT,1,O=c1oc2ccccc2n1CC1CCC(N2C=C(Cl)N(c3ccccc3F)CC2)=CCO1,LSTM,455.91700000000014,4.656400000000004,-8.2
ABGP,0,Cc1ccc(C(c2nnnn2C(C)(C)C)N2CCN(c3ccccc3)CC2)cc1,generated,390.53500000000014,3.648120000000003,-8.2
ABJF,0,Fc1cccc(CNC(=NC2CCC(F)C2)N2CCc3ccccc3C2)c1,generated,369.4590000000001,4.220200000000004,-8.2
ABKL,0,CC(C)(C)N(Cc1cc(F)cc(F)c1)CC(O)c1ccc(O)c(O)c1,generated,351.39300000000003,3.7101000000000033,-8.2
AAVA,0,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1cn(C)c(=O)[nH]1)c1ccccc1,generated,456.5680000000002,2.1164999999999994,-8.2
ABGU,1,CN(CC(=O)N(CC1=CC=C(CCC(=O)Nc2ccccc2)CC1)S(=O)(=O)Nc1ccccc1)Cc1ccccc1Cl,LSTM,607.1760000000003,6.022800000000006,-8.1
ACFC,1,CC(C)(C)NC(=O)c1cccccc2c(N=C3C=CC=CC3)ncc-2c(-c2ccccc2Cl)cc1,LSTM,482.02700000000016,7.748100000000007,-8.1
ADMP,1,CN(C)C(=O)C1=CC=C(C2=CC=CC=CC=C2)N=C(c2ccccc2)C=C1,LSTM,354.45300000000003,4.552600000000004,-8.1
AAUC,1,CC(C)(C)NC1=CC=C(NC(=O)Nc2ccccc2)C(=O)OC2=CC=CCC2=C1,LSTM,391.4710000000002,4.291000000000002,-8.1
ADLH,1,CC(=O)NC(C1=CC=C(C(=O)Oc2ccccc2O)ON1c1ccccc1C)=C1CC=C(c2ccccc2)C=C1F,LSTM,550.5860000000002,6.556520000000006,-8.1
ABCM,0,CC1(C)CC=C(COc2ccc3c(C=Cc4ccccc4)n[nH]c3c2)CCCC1,generated,386.5390000000002,7.028800000000007,-8.1
ABVD,1,O=C(Cc1ccccc1)NS(=O)(=O)Nc1ccccc1C=CC=C1CCCCC1,LSTM,410.53900000000027,4.605900000000004,-8.0
ABJH,1,O=C(NC1=CC=CC(Cl)C=C1)Nc1ccc(-c2ccccc2Cl)cc1,LSTM,371.26700000000005,5.745800000000004,-8.0
ABFR,0,CC(=O)Nc1ccc(Nc2cc(-c3ccccc3)ccc2-c2ccc(C)cc2)cc1,generated,392.5020000000001,7.031020000000005,-8.0
ABOP,0,CC1=C(C(=O)OC(c2ccccc2)c2ccccc2)C(C)(C)CN1CC(O)COCc1ccccc1,generated,485.62400000000036,5.512700000000006,-8.0
